Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Jimmy Garoppolo,SFO,1,1,3.0,2022,47
Jeff Wilson,SFO,1,1,3.0,2022,47
Jordan Mason,SFO,0,0,3.0,2022,47
Deebo Samuel,SFO,0,0,3.0,2022,47
Brandon Aiyuk,SFO,0,0,3.0,2022,47
George Kittle,SFO,0,0,3.0,2022,47
Kyle Juszczyk,SFO,0,0,3.0,2022,47
Ray-Ray McCloud,SFO,1,0,3.0,2022,47
Jauan Jennings,SFO,0,0,3.0,2022,47
Russell Wilson,DEN,0,0,3.0,2022,47
Javonte Williams,DEN,0,0,3.0,2022,47
Melvin Gordon,DEN,2,0,3.0,2022,47
Courtland Sutton,DEN,0,0,3.0,2022,47
Kendall Hinton,DEN,0,0,3.0,2022,47
Jerry Jeudy,DEN,0,0,3.0,2022,47
Albert Okwuegbunam,DEN,0,0,3.0,2022,47
Eric Saubert,DEN,0,0,3.0,2022,47
Mike Boone,DEN,0,0,3.0,2022,47
