Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Davis Mills,HOU,0,0,0,0,0,3.0,2022,36
Dameon Pierce,HOU,2,2,21,0,12,3.0,2022,36
Rex Burkhead,HOU,5,4,21,0,8,3.0,2022,36
M.J. Stewart,HOU,0,0,0,0,0,3.0,2022,36
Chris Moore,HOU,3,3,63,0,52,3.0,2022,36
Nico Collins,HOU,4,2,41,0,22,3.0,2022,36
Pharaoh Brown,HOU,4,3,31,0,30,3.0,2022,36
Jordan Akins,HOU,4,3,31,1,25,3.0,2022,36
Brandin Cooks,HOU,7,2,22,0,17,3.0,2022,36
Phillip Dorsett,HOU,1,1,15,0,15,3.0,2022,36
O.J. Howard,HOU,1,0,0,0,0,3.0,2022,36
Justin Fields,CHI,0,0,0,0,0,3.0,2022,36
Khalil Herbert,CHI,2,2,12,0,7,3.0,2022,36
Equanimeous St. Brown,CHI,2,1,20,0,20,3.0,2022,36
Trestan Ebner,CHI,1,0,0,0,0,3.0,2022,36
David Montgomery,CHI,0,0,0,0,0,3.0,2022,36
Cole Kmet,CHI,3,2,40,0,24,3.0,2022,36
Darnell Mooney,CHI,6,2,23,0,18,3.0,2022,36
Byron Pringle,CHI,1,1,11,0,11,3.0,2022,36
Jake Tonges,CHI,1,0,0,0,0,3.0,2022,36
