Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Unnamed: 22_level_0
50.0,Saquon Barkley,28.0,PHI,RB,1.0,1.0,5.0,4.0,24.0,2.0,-3.0,-0.8,27.0,6.8,-1.0,0.0,,0.0,0.0,0.0,86.7,
51.0,James Conner,30.0,ARI,RB,1.0,1.0,4.0,4.0,5.0,2.0,-15.0,-3.8,20.0,5.0,-3.8,1.0,4.0,0.0,0.0,0.0,118.7,
52.0,Emeka Egbuka,23.0,TAM,WR,1.0,1.0,6.0,4.0,67.0,2.0,52.0,13.0,15.0,3.8,11.8,0.0,,0.0,0.0,0.0,143.7,
53.0,Noah Fant,28.0,CIN,TE,1.0,1.0,5.0,4.0,26.0,2.0,6.0,1.5,20.0,5.0,0.4,0.0,,0.0,0.0,0.0,127.9,
54.0,Troy Franklin,22.0,DEN,WR,1.0,1.0,6.0,4.0,44.0,3.0,18.0,4.5,26.0,6.5,7.5,0.0,,0.0,0.0,1.0,48.6,
55.0,Hunter Henry,31.0,NWE,TE,1.0,1.0,8.0,4.0,66.0,3.0,47.0,11.8,19.0,4.8,14.5,0.0,,0.0,0.0,0.0,78.1,
56.0,Tyreek Hill,31.0,MIA,WR,1.0,1.0,6.0,4.0,40.0,3.0,35.0,8.8,5.0,1.3,14.3,0.0,,0.0,0.0,1.0,45.8,
57.0,Bucky Irving,23.0,TAM,RB,1.0,1.0,4.0,4.0,8.0,1.0,-5.0,-1.3,13.0,3.3,-1.3,0.0,,0.0,0.0,0.0,118.7,
58.0,Justin Jefferson,26.0,MIN,WR,1.0,1.0,7.0,4.0,44.0,2.0,32.0,8.0,12.0,3.0,10.0,0.0,,0.0,0.0,1.0,75.9,
59.0,Dalton Kincaid,26.0,BUF,TE,1.0,1.0,4.0,4.0,48.0,3.0,40.0,10.0,8.0,2.0,10.0,0.0,,0.0,0.0,0.0,156.2,
60.0,George Kittle,32.0,SFO,TE,1.0,1.0,4.0,4.0,25.0,3.0,22.0,5.5,3.0,0.8,5.5,0.0,,0.0,0.0,0.0,132.3,
61.0,Michael Mayer,24.0,LVR,TE,1.0,1.0,4.0,4.0,38.0,3.0,14.0,3.5,24.0,6.0,3.5,0.0,,0.0,0.0,0.0,106.2,
62.0,D.K. Metcalf,28.0,PIT,WR,1.0,1.0,7.0,4.0,83.0,4.0,15.0,3.8,68.0,17.0,4.0,0.0,,1.0,14.3,0.0,99.1,
63.0,David Montgomery,28.0,DET,RB,1.0,0.0,4.0,4.0,18.0,1.0,4.0,1.0,14.0,3.5,1.0,0.0,,0.0,0.0,0.0,85.4,
64.0,Ricky Pearsall,25.0,SFO,WR,1.0,1.0,7.0,4.0,108.0,4.0,93.0,23.3,15.0,3.8,19.4,0.0,,0.0,0.0,1.0,62.2,
65.0,Calvin Ridley,31.0,TEN,WR,1.0,1.0,8.0,4.0,27.0,1.0,15.0,3.8,12.0,3.0,8.6,0.0,,0.0,0.0,0.0,57.8,
66.0,Amon-Ra St. Brown,26.0,DET,WR,1.0,1.0,6.0,4.0,45.0,4.0,40.0,10.0,5.0,1.3,8.8,0.0,,0.0,0.0,1.0,49.3,
67.0,Cade Stover,25.0,HOU,TE,1.0,1.0,4.0,4.0,22.0,1.0,9.0,2.3,13.0,3.3,2.3,0.0,,0.0,0.0,0.0,89.6,
68.0,Brenton Strange,25.0,JAX,TE,1.0,1.0,4.0,4.0,59.0,3.0,36.0,9.0,23.0,5.8,9.0,0.0,,0.0,0.0,0.0,118.7,
69.0,Jaylen Waddle,27.0,MIA,WR,1.0,1.0,5.0,4.0,30.0,1.0,17.0,4.3,13.0,3.3,4.2,0.0,,1.0,20.0,0.0,91.7,
70.0,Jameson Williams,24.0,DET,WR,1.0,1.0,5.0,4.0,23.0,2.0,16.0,4.0,7.0,1.8,5.2,0.0,,0.0,0.0,0.0,85.8,
71.0,Olamide Zaccheaus,28.0,CHI,WR,1.0,1.0,7.0,4.0,42.0,2.0,21.0,5.3,21.0,5.3,8.1,0.0,,0.0,0.0,0.0,74.7,
72.0,De'Von Achane,24.0,MIA,RB,1.0,1.0,4.0,3.0,20.0,1.0,-6.0,-2.0,26.0,8.7,-0.8,2.0,1.5,1.0,25.0,0.0,125.0,
73.0,Dyami Brown,26.0,JAX,WR,1.0,1.0,4.0,3.0,52.0,3.0,47.0,15.7,5.0,1.7,13.5,0.0,,1.0,25.0,0.0,116.7,
74.0,Nico Collins,26.0,HOU,WR,1.0,1.0,5.0,3.0,25.0,0.0,15.0,5.0,10.0,3.3,5.8,0.0,,0.0,0.0,0.0,72.9,
75.0,Brandin Cooks,32.0,NOR,WR,1.0,0.0,4.0,3.0,26.0,2.0,6.0,2.0,20.0,6.7,4.5,0.0,,0.0,0.0,0.0,91.7,
76.0,Jahan Dotson,25.0,PHI,WR,1.0,1.0,3.0,3.0,59.0,1.0,48.0,16.0,11.0,3.7,16.0,0.0,,0.0,0.0,0.0,118.7,
77.0,Austin Ekeler,30.0,WAS,RB,1.0,1.0,3.0,3.0,31.0,2.0,-7.0,-2.3,38.0,12.7,-2.3,0.0,,0.0,0.0,0.0,109.7,
78.0,Evan Engram,31.0,DEN,TE,1.0,0.0,4.0,3.0,21.0,1.0,5.0,1.7,16.0,5.3,2.5,0.0,,0.0,0.0,0.0,86.5,
79.0,Zach Ertz,35.0,WAS,TE,1.0,1.0,5.0,3.0,26.0,2.0,20.0,6.7,6.0,2.0,8.4,0.0,,0.0,0.0,0.0,113.3,
80.0,Travis Etienne,26.0,JAX,RB,1.0,1.0,3.0,3.0,13.0,1.0,-10.0,-3.3,23.0,7.7,-3.3,0.0,,0.0,0.0,0.0,84.7,
81.0,Pat Freiermuth,27.0,PIT,TE,1.0,0.0,3.0,3.0,28.0,2.0,20.0,6.7,8.0,2.7,6.7,0.0,,0.0,0.0,0.0,105.6,
82.0,Kenneth Gainwell,26.0,PIT,RB,1.0,0.0,4.0,3.0,4.0,0.0,-10.0,-3.3,14.0,4.7,-2.5,0.0,,0.0,0.0,0.0,77.1,
83.0,Tee Higgins,26.0,CIN,WR,1.0,1.0,4.0,3.0,33.0,2.0,31.0,10.3,2.0,0.7,12.3,0.0,,0.0,0.0,0.0,99.0,
84.0,T.J. Hockenson,28.0,MIN,TE,1.0,1.0,4.0,3.0,15.0,0.0,11.0,3.7,4.0,1.3,6.8,0.0,,0.0,0.0,0.0,80.2,
85.0,Chuba Hubbard,26.0,CAR,RB,1.0,1.0,5.0,3.0,32.0,1.0,-4.0,-1.3,36.0,12.0,-2.8,0.0,,1.0,20.0,0.0,118.3,
86.0,Aaron Jones,31.0,MIN,RB,1.0,1.0,3.0,3.0,44.0,2.0,21.0,7.0,23.0,7.7,7.0,0.0,,0.0,0.0,0.0,158.3,
87.0,Xavier Legette,24.0,CAR,WR,1.0,1.0,7.0,3.0,10.0,0.0,13.0,4.3,-3.0,-1.0,8.7,0.0,,0.0,0.0,1.0,10.7,
88.0,Ray-Ray McCloud,29.0,ATL,WR,1.0,0.0,5.0,3.0,51.0,3.0,27.0,9.0,24.0,8.0,7.2,0.0,,0.0,0.0,0.0,94.6,
89.0,Marvin Mims,23.0,DEN,WR,1.0,0.0,4.0,3.0,12.0,1.0,5.0,1.7,7.0,2.3,8.8,0.0,,0.0,0.0,0.0,77.1,
90.0,D.J. Moore,28.0,CHI,WR,1.0,1.0,5.0,3.0,68.0,2.0,46.0,15.3,22.0,7.3,18.4,0.0,,0.0,0.0,0.0,104.2,
91.0,David Njoku,29.0,CLE,TE,1.0,1.0,6.0,3.0,37.0,1.0,14.0,4.7,23.0,7.7,6.8,0.0,,0.0,0.0,0.0,69.4,
92.0,Chigoziem Okonkwo,26.0,TEN,TE,1.0,1.0,4.0,3.0,19.0,1.0,-1.0,-0.3,20.0,6.7,3.8,0.0,,0.0,0.0,0.0,84.4,
93.0,George Pickens,24.0,DAL,WR,1.0,1.0,4.0,3.0,30.0,2.0,29.0,9.7,1.0,0.3,13.0,0.0,,0.0,0.0,0.0,95.8,
94.0,Jayden Reed,25.0,GNB,WR,1.0,0.0,5.0,3.0,45.0,2.0,31.0,10.3,14.0,4.7,14.0,0.0,,0.0,0.0,0.0,129.2,
95.0,Dalton Schultz,29.0,HOU,TE,1.0,1.0,5.0,3.0,28.0,2.0,17.0,5.7,11.0,3.7,5.0,0.0,,0.0,0.0,0.0,75.4,
96.0,Sterling Shepard,32.0,TAM,WR,1.0,0.0,6.0,3.0,39.0,3.0,31.0,10.3,8.0,2.7,14.3,0.0,,0.0,0.0,0.0,70.8,
97.0,DeVonta Smith,27.0,PHI,WR,1.0,1.0,3.0,3.0,16.0,1.0,4.0,1.3,12.0,4.0,1.3,0.0,,0.0,0.0,0.0,88.9,
98.0,D'Andre Swift,26.0,CHI,RB,1.0,1.0,5.0,3.0,12.0,1.0,-5.0,-1.7,17.0,5.7,-0.6,0.0,,0.0,0.0,0.0,64.6,
99.0,Jonathan Taylor,26.0,IND,RB,1.0,1.0,3.0,3.0,27.0,2.0,-2.0,-0.7,29.0,9.7,-0.7,1.0,3.0,0.0,0.0,0.0,104.2,
100.0,Jake Tonges,26.0,SFO,TE,1.0,0.0,3.0,3.0,15.0,2.0,9.0,3.0,6.0,2.0,3.0,0.0,,0.0,0.0,0.0,127.1,
101.0,Kenneth Walker III,25.0,SEA,RB,1.0,1.0,3.0,3.0,4.0,0.0,-9.0,-3.0,13.0,4.3,-3.0,0.0,,0.0,0.0,0.0,79.2,
102.0,Casey Washington,24.0,ATL,WR,1.0,1.0,6.0,3.0,33.0,3.0,29.0,9.7,4.0,1.3,16.5,0.0,,0.0,0.0,0.0,66.7,
103.0,Elic Ayomanor,22.0,TEN,WR,1.0,1.0,7.0,2.0,13.0,1.0,13.0,6.5,0.0,0.0,19.0,0.0,,0.0,0.0,0.0,39.6,
104.0,Tyler Badie,25.0,DEN,RB,1.0,0.0,6.0,2.0,16.0,0.0,-2.0,-1.0,18.0,9.0,3.0,0.0,,0.0,0.0,0.0,42.4,
105.0,Rashod Bateman,26.0,BAL,WR,1.0,1.0,4.0,2.0,10.0,0.0,5.0,2.5,5.0,2.5,10.5,0.0,,0.0,0.0,0.0,56.2,
106.0,Chase Brown,25.0,CIN,RB,1.0,1.0,3.0,2.0,8.0,0.0,-2.0,-1.0,10.0,5.0,0.0,0.0,,0.0,0.0,0.0,70.1,
107.0,Noah Brown,29.0,WAS,WR,1.0,1.0,3.0,2.0,27.0,1.0,21.0,10.5,6.0,3.0,11.3,0.0,,0.0,0.0,0.0,95.1,
108.0,Ja'Marr Chase,25.0,CIN,WR,1.0,1.0,5.0,2.0,26.0,1.0,13.0,6.5,13.0,6.5,17.6,0.0,,0.0,0.0,0.0,57.1,
109.0,Tyler Conklin,30.0,LAC,TE,1.0,1.0,2.0,2.0,50.0,2.0,28.0,14.0,22.0,11.0,14.0,0.0,,0.0,0.0,0.0,118.7,
110.0,Tanner Conner,27.0,MIA,TE,1.0,0.0,4.0,2.0,20.0,1.0,17.0,8.5,3.0,1.5,6.0,0.0,,0.0,0.0,0.0,64.6,
111.0,J.K. Dobbins,27.0,DEN,RB,1.0,1.0,2.0,2.0,5.0,0.0,-3.0,-1.5,8.0,4.0,-1.5,0.0,,0.0,0.0,0.0,79.2,
112.0,Romeo Doubs,25.0,GNB,WR,1.0,1.0,4.0,2.0,68.0,2.0,63.0,31.5,5.0,2.5,23.0,0.0,,0.0,0.0,0.0,95.8,
113.0,Demario Douglas,25.0,NWE,WR,1.0,0.0,7.0,2.0,-2.0,1.0,-1.0,-0.5,-1.0,-0.5,4.6,0.0,,0.0,0.0,0.0,79.2,
114.0,Rico Dowdle,27.0,CAR,RB,1.0,0.0,3.0,2.0,4.0,0.0,-4.0,-2.0,8.0,4.0,-0.3,0.0,,0.0,0.0,1.0,30.6,
115.0,Josh Downs,24.0,IND,WR,1.0,0.0,3.0,2.0,12.0,1.0,9.0,4.5,3.0,1.5,4.3,0.0,,0.0,0.0,0.0,74.3,
116.0,Matthew Golden,22.0,GNB,WR,1.0,1.0,2.0,2.0,16.0,1.0,10.0,5.0,6.0,3.0,5.0,0.0,,0.0,0.0,0.0,100.0,
117.0,Breece Hall,24.0,NYJ,RB,1.0,1.0,4.0,2.0,38.0,1.0,-4.0,-2.0,42.0,21.0,-3.3,0.0,,0.0,0.0,0.0,83.3,
118.0,Omarion Hampton,22.0,LAC,RB,1.0,1.0,2.0,2.0,13.0,0.0,-4.0,-2.0,17.0,8.5,-2.0,0.0,,0.0,0.0,0.0,93.7,
119.0,Jayden Higgins,23.0,HOU,WR,1.0,1.0,3.0,2.0,32.0,1.0,30.0,15.0,2.0,1.0,17.3,0.0,,0.0,0.0,1.0,62.5,
120.0,DeAndre Hopkins,33.0,BAL,WR,1.0,0.0,2.0,2.0,35.0,1.0,33.0,16.5,2.0,1.0,16.5,0.0,,0.0,0.0,0.0,158.3,
121.0,Kareem Hunt,30.0,KAN,RB,1.0,0.0,3.0,2.0,10.0,1.0,-2.0,-1.0,12.0,6.0,-0.7,0.0,,0.0,0.0,0.0,71.5,
122.0,Xavier Hutchinson,25.0,HOU,WR,1.0,0.0,2.0,2.0,30.0,1.0,29.0,14.5,1.0,0.5,14.5,0.0,,0.0,0.0,0.0,118.7,
123.0,Ashton Jeanty,22.0,LVR,RB,1.0,1.0,2.0,2.0,2.0,0.0,-4.0,-2.0,6.0,3.0,-2.0,0.0,,0.0,0.0,0.0,79.2,
124.0,Jauan Jennings,28.0,SFO,WR,1.0,1.0,5.0,2.0,16.0,1.0,0.0,0.0,16.0,8.0,8.4,0.0,,0.0,0.0,1.0,9.2,
125.0,Tyler Johnson,27.0,NYJ,WR,1.0,0.0,2.0,2.0,31.0,1.0,20.0,10.0,11.0,5.5,10.0,1.0,2.0,0.0,0.0,0.0,118.7,
126.0,Kyle Juszczyk,34.0,SFO,FB,1.0,1.0,2.0,2.0,32.0,1.0,22.0,11.0,10.0,5.0,11.0,0.0,,0.0,0.0,0.0,118.7,
127.0,Alvin Kamara,30.0,NOR,RB,1.0,1.0,2.0,2.0,12.0,1.0,-3.0,-1.5,15.0,7.5,-1.5,0.0,,0.0,0.0,0.0,91.7,
128.0,Travis Kelce,36.0,KAN,TE,1.0,1.0,4.0,2.0,47.0,2.0,23.0,11.5,24.0,12.0,6.0,0.0,,0.0,0.0,0.0,132.3,
129.0,Dawson Knox,29.0,BUF,TE,1.0,1.0,2.0,2.0,20.0,1.0,3.0,1.5,17.0,8.5,1.5,0.0,,0.0,0.0,0.0,108.3,
130.0,Tucker Kraft,25.0,GNB,TE,1.0,1.0,4.0,2.0,16.0,1.0,15.0,7.5,1.0,0.5,12.8,0.0,,0.0,0.0,0.0,100.0,
131.0,Cooper Kupp,32.0,SEA,WR,1.0,1.0,3.0,2.0,15.0,0.0,12.0,6.0,3.0,1.5,6.7,0.0,,0.0,0.0,0.0,78.5,
132.0,Colston Loveland,21.0,CHI,TE,1.0,0.0,2.0,2.0,12.0,0.0,5.0,2.5,7.0,3.5,2.5,0.0,,0.0,0.0,0.0,91.7,
133.0,Terry McLaurin,30.0,WAS,WR,1.0,1.0,4.0,2.0,27.0,1.0,26.0,13.0,1.0,0.5,19.3,0.0,,0.0,0.0,0.0,71.9,
134.0,Adonai Mitchell,23.0,IND,WR,1.0,0.0,2.0,2.0,21.0,1.0,21.0,10.5,0.0,0.0,10.5,0.0,,0.0,0.0,0.0,110.4,
135.0,Dare Ogunbowale,31.0,HOU,RB,1.0,0.0,2.0,2.0,17.0,1.0,5.0,2.5,12.0,6.0,2.5,0.0,,0.0,0.0,0.0,102.1,
136.0,Isiah Pacheco,26.0,KAN,RB,1.0,1.0,3.0,2.0,3.0,0.0,-7.0,-3.5,10.0,5.0,-4.0,0.0,,0.0,0.0,0.0,70.1,
137.0,Colby Parkinson,26.0,LAR,TE,1.0,0.0,2.0,2.0,-6.0,0.0,0.0,0.0,-6.0,-3.0,0.0,0.0,,0.0,0.0,0.0,79.2,
138.0,Samaje Perine,30.0,CIN,RB,1.0,0.0,2.0,2.0,6.0,1.0,2.0,1.0,4.0,2.0,1.0,0.0,,0.0,0.0,0.0,79.2,
139.0,Kalif Raymond,31.0,DET,WR,1.0,0.0,3.0,2.0,16.0,1.0,0.0,0.0,16.0,8.0,7.7,0.0,,0.0,0.0,0.0,79.9,
140.0,Hunter Renfrow,30.0,CAR,WR,1.0,0.0,6.0,2.0,11.0,2.0,11.0,5.5,0.0,0.0,11.0,0.0,,0.0,0.0,0.0,42.4,
141.0,Josh Reynolds,30.0,NYJ,WR,1.0,1.0,3.0,2.0,18.0,0.0,16.0,8.0,2.0,1.0,10.0,0.0,,0.0,0.0,0.0,82.6,
142.0,Jeremy Ruckert,25.0,NYJ,TE,1.0,1.0,2.0,2.0,16.0,2.0,14.0,7.0,2.0,1.0,7.0,0.0,,0.0,0.0,0.0,100.0,
143.0,Ja'Tavion Sanders,22.0,CAR,TE,1.0,1.0,3.0,2.0,27.0,1.0,22.0,11.0,5.0,2.5,13.7,0.0,,0.0,0.0,0.0,95.1,
144.0,Cam Skattebo,23.0,NYG,RB,1.0,0.0,2.0,2.0,12.0,0.0,1.0,0.5,11.0,5.5,0.5,0.0,,0.0,0.0,0.0,91.7,
145.0,Rhamondre Stevenson,27.0,NWE,RB,1.0,1.0,3.0,2.0,12.0,0.0,-2.0,-1.0,14.0,7.0,1.0,0.0,,0.0,0.0,0.0,74.3,
146.0,Dont'e Thornton,23.0,LVR,WR,1.0,0.0,4.0,2.0,45.0,2.0,45.0,22.5,0.0,0.0,25.0,0.0,,0.0,0.0,0.0,90.6,
147.0,Tyquan Thornton,25.0,KAN,WR,1.0,0.0,4.0,2.0,41.0,1.0,36.0,18.0,5.0,2.5,28.8,0.0,,0.0,0.0,0.0,86.5,
148.0,Tyrone Tracy Jr.,26.0,NYG,RB,1.0,1.0,5.0,2.0,11.0,0.0,2.0,1.0,9.0,4.5,0.0,0.0,,0.0,0.0,0.0,47.9,
149.0,Tre Tucker,24.0,LVR,WR,1.0,1.0,3.0,2.0,54.0,2.0,49.0,24.5,5.0,2.5,21.0,0.0,,0.0,0.0,0.0,149.3,
