Quarter,Time,Tm,Detail,TAM,MIN,week,year,game_id
1.0,3:23,Buccaneers,Chase McLaughlin 36 yard field goal,3,0,1.0,2023,7
2.0,11:15,Vikings,Jordan Addison 39 yard pass from Kirk Cousins (Greg Joseph kick),3,7,1.0,2023,7
,5:41,Vikings,Greg Joseph 25 yard field goal,3,10,1.0,2023,7
,1:09,Buccaneers,Mike Evans 28 yard pass from Baker Mayfield (Chase McLaughlin kick),10,10,1.0,2023,7
3.0,6:01,Buccaneers,Trey Palmer 7 yard pass from Baker Mayfield (Chase McLaughlin kick),17,10,1.0,2023,7
4.0,13:37,Vikings,Alexander Mattison 4 yard pass from Kirk Cousins (Greg Joseph kick),17,17,1.0,2023,7
,5:10,Buccaneers,Chase McLaughlin 57 yard field goal,20,17,1.0,2023,7
