Player,Pos,home_team,team,week,year,game_id
Aaron Rodgers,QB,1,Jets,1.0,2023,16
Breece Hall,RB,1,Jets,1.0,2023,16
Garrett Wilson,WR,1,Jets,1.0,2023,16
Allen Lazard,WR,1,Jets,1.0,2023,16
Tyler Conklin,TE,1,Jets,1.0,2023,16
C.J. Uzomah,TE,1,Jets,1.0,2023,16
Mekhi Becton,T,1,Jets,1.0,2023,16
Duane Brown,T,1,Jets,1.0,2023,16
Alijah Vera-Tucker,G,1,Jets,1.0,2023,16
Laken Tomlinson,G,1,Jets,1.0,2023,16
Connor McGovern,C,1,Jets,1.0,2023,16
Quinton Jefferson,DL,1,Jets,1.0,2023,16
John Franklin-Myers,DL,1,Jets,1.0,2023,16
Quinnen Williams,DL,1,Jets,1.0,2023,16
C.J. Mosley,LB,1,Jets,1.0,2023,16
Jermaine Johnson II,LB,1,Jets,1.0,2023,16
Quincy Williams,LB,1,Jets,1.0,2023,16
D.J. Reed,CB,1,Jets,1.0,2023,16
Sauce Gardner,CB,1,Jets,1.0,2023,16
Tony Adams,S,1,Jets,1.0,2023,16
Jordan Whitehead,S,1,Jets,1.0,2023,16
Adrian Amos,S,1,Jets,1.0,2023,16
