Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Joe Burrow,CIN,0,0,0,0,0,1.0,2023,3
Jake Browning,CIN,0,0,0,0,0,1.0,2023,3
Joe Mixon,CIN,5,3,17,0,10,1.0,2023,3
Chris Evans,CIN,1,1,-1,0,-1,1.0,2023,3
Trayveon Williams,CIN,0,0,0,0,0,1.0,2023,3
Ja'Marr Chase,CIN,9,5,39,0,12,1.0,2023,3
Irv Smith Jr.,CIN,5,3,17,0,8,1.0,2023,3
Tyler Boyd,CIN,3,2,10,0,6,1.0,2023,3
Tee Higgins,CIN,8,0,0,0,0,1.0,2023,3
Deshaun Watson,CLE,0,0,0,0,0,1.0,2023,3
Nick Chubb,CLE,4,4,21,0,10,1.0,2023,3
Jerome Ford,CLE,0,0,0,0,0,1.0,2023,3
Elijah Moore,CLE,7,3,43,0,33,1.0,2023,3
Amari Cooper,CLE,7,3,37,0,20,1.0,2023,3
David Njoku,CLE,3,2,24,0,15,1.0,2023,3
Jordan Akins,CLE,1,1,12,0,12,1.0,2023,3
Donovan Peoples-Jones,CLE,2,1,12,0,12,1.0,2023,3
Harrison Bryant,CLE,2,2,5,1,3,1.0,2023,3
Marquise Goodwin,CLE,2,0,0,0,0,1.0,2023,3
David Bell,CLE,1,0,0,0,0,1.0,2023,3
