Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
C.J. Stroud,HOU,1,1,1.0,2023,6
Dameon Pierce,HOU,0,0,1.0,2023,6
Devin Singletary,HOU,0,0,1.0,2023,6
Nico Collins,HOU,0,0,1.0,2023,6
Robert Woods,HOU,0,0,1.0,2023,6
Tank Dell,HOU,0,0,1.0,2023,6
Mike Boone,HOU,0,0,1.0,2023,6
Teagan Quitoriano,HOU,0,0,1.0,2023,6
Xavier Hutchinson,HOU,0,0,1.0,2023,6
Dalton Schultz,HOU,0,0,1.0,2023,6
Noah Brown,HOU,0,0,1.0,2023,6
Lamar Jackson,BAL,2,1,1.0,2023,6
Gus Edwards,BAL,0,0,1.0,2023,6
J.K. Dobbins,BAL,0,0,1.0,2023,6
Zay Flowers,BAL,0,0,1.0,2023,6
Justice Hill,BAL,0,0,1.0,2023,6
Odell Beckham Jr.,BAL,0,0,1.0,2023,6
Rashod Bateman,BAL,0,0,1.0,2023,6
Isaiah Likely,BAL,0,0,1.0,2023,6
Charlie Kolar,BAL,0,0,1.0,2023,6
