#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:30,NYJ 12,5,3:06,34,Punt,1,Jets,1.0,2023,16
2,1,3:05,NYJ 22,6,3:11,10,Punt,1,Jets,1.0,2023,16
3,2,13:02,NYJ 4,5,2:27,88,Field Goal,1,Jets,1.0,2023,16
4,2,4:43,NYJ 26,3,1:35,12,Interception,1,Jets,1.0,2023,16
5,2,0:17,NYJ 25,1,0:17,-1,End of Half,1,Jets,1.0,2023,16
6,3,15:00,NYJ 25,12,6:01,50,Field Goal,1,Jets,1.0,2023,16
7,3,4:08,NYJ 20,4,1:58,19,Punt,1,Jets,1.0,2023,16
8,3,0:33,NYJ 25,3,1:22,6,Punt,1,Jets,1.0,2023,16
9,4,9:43,NYJ 43,8,4:48,57,Touchdown,1,Jets,1.0,2023,16
10,4,4:51,BUF 27,8,3:03,15,Field Goal,1,Jets,1.0,2023,16
11,4,0:02,NYJ 25,1,0:02,-1,End of Half,1,Jets,1.0,2023,16
