#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,MIN 25,3,0:48,3,Punt,1,Vikings,1.0,2023,7
2,1,13:36,MIN 13,9,5:17,60,Fumble,1,Vikings,1.0,2023,7
3,1,6:14,MIN 26,3,1:16,-6,Fumble,1,Vikings,1.0,2023,7
4,1,3:23,MIN 17,3,2:18,8,Punt,1,Vikings,1.0,2023,7
5,2,14:08,MIN 17,6,2:53,83,Touchdown,1,Vikings,1.0,2023,7
6,2,9:24,MIN 31,9,3:43,62,Field Goal,1,Vikings,1.0,2023,7
7,2,4:55,MIN 14,3,2:16,9,Punt,1,Vikings,1.0,2023,7
8,2,1:09,MIN 25,6,0:53,62,Interception,1,Vikings,1.0,2023,7
9,3,6:01,MIN 25,16,7:24,75,Touchdown,1,Vikings,1.0,2023,7
10,4,11:11,MIN 20,3,1:15,3,Punt,1,Vikings,1.0,2023,7
11,4,5:10,MIN 25,3,1:18,3,Punt,1,Vikings,1.0,2023,7
