Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Jared Goff,DET,0,0,0,0,0,1.0,2023,1
David Montgomery,DET,0,0,0,0,0,1.0,2023,1
Jahmyr Gibbs,DET,2,2,18,0,10,1.0,2023,1
Jalen Reeves-Maybin,DET,0,0,0,0,0,1.0,2023,1
Josh Reynolds,DET,7,4,80,0,33,1.0,2023,1
Amon-Ra St. Brown,DET,9,6,71,1,21,1.0,2023,1
Sam LaPorta,DET,5,5,39,0,14,1.0,2023,1
Kalif Raymond,DET,1,1,20,0,20,1.0,2023,1
Brock Wright,DET,2,2,17,0,9,1.0,2023,1
Marvin Jones,DET,6,2,8,0,5,1.0,2023,1
Patrick Mahomes,KAN,0,0,0,0,0,1.0,2023,1
Isiah Pacheco,KAN,4,4,31,0,10,1.0,2023,1
Clyde Edwards-Helaire,KAN,1,1,7,0,7,1.0,2023,1
Skyy Moore,KAN,3,0,0,0,0,1.0,2023,1
Marquez Valdes-Scantling,KAN,2,2,48,0,34,1.0,2023,1
Justin Watson,KAN,4,2,45,0,26,1.0,2023,1
Noah Gray,KAN,5,3,31,0,24,1.0,2023,1
Blake Bell,KAN,3,2,12,1,8,1.0,2023,1
Jerick McKinnon,KAN,2,1,10,0,10,1.0,2023,1
Richie James,KAN,2,1,6,0,6,1.0,2023,1
Justyn Ross,KAN,1,1,6,0,6,1.0,2023,1
Kadarius Toney,KAN,5,1,1,0,1,1.0,2023,1
Rashee Rice,KAN,5,3,29,1,25,1.0,2023,1
