Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Jordan Love,GNB,0,0,0,0,0,1.0,2023,10
Aaron Jones,GNB,4,2,86,1,51,1.0,2023,10
Patrick Taylor,GNB,0,0,0,0,0,1.0,2023,10
AJ Dillon,GNB,3,2,17,0,12,1.0,2023,10
Luke Musgrave,GNB,4,3,50,0,37,1.0,2023,10
Romeo Doubs,GNB,5,4,26,2,13,1.0,2023,10
Samori Toure,GNB,3,2,18,0,16,1.0,2023,10
Dontayvion Wicks,GNB,2,0,0,0,0,1.0,2023,10
Malik Heath,GNB,1,0,0,0,0,1.0,2023,10
Sean Clifford,GNB,0,0,0,0,0,1.0,2023,10
Jayden Reed,GNB,5,2,48,0,30,1.0,2023,10
Justin Fields,CHI,0,0,0,0,0,1.0,2023,10
Khalil Herbert,CHI,5,3,37,0,19,1.0,2023,10
Roschon Johnson,CHI,7,6,35,0,8,1.0,2023,10
D'Onta Foreman,CHI,3,2,8,0,5,1.0,2023,10
Darnell Mooney,CHI,7,4,53,1,23,1.0,2023,10
Cole Kmet,CHI,7,5,44,0,15,1.0,2023,10
D.J. Moore,CHI,2,2,25,0,14,1.0,2023,10
Tyler Scott,CHI,2,2,14,0,9,1.0,2023,10
Chase Claypool,CHI,2,0,0,0,0,1.0,2023,10
Khari Blasingame,CHI,1,0,0,0,0,1.0,2023,10
