Quarter,Time,Down,ToGo,Location,TEN,NOR,Detail,EPB,EPA,week,year,game_id
1.0,11:13,1.0,10.0,TEN 11,3.0,0.0,Jamaal Williams right guard for 3 yards (tackle by Kyle Peko and Kevin Byard),4.84,4.7,1.0,2023,8
1.0,10:31,2.0,7.0,TEN 8,3.0,0.0,Derek Carr pass incomplete short right intended for Michael Thomas,4.7,3.76,1.0,2023,8
1.0,10:25,3.0,7.0,TEN 8,3.0,0.0,Derek Carr pass incomplete short middle intended for Michael Thomas,3.76,2.96,1.0,2023,8
1.0,10:21,4.0,7.0,TEN 8,3.0,3.0,Blake Grupe 26 yard field goal good,2.96,3.0,1.0,2023,8
1.0,10:18,,,NOR 35,3.0,3.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,8
1.0,10:18,1.0,10.0,TEN 25,3.0,3.0,Derrick Henry left guard for 6 yards (tackle by Marshon Lattimore),0.61,0.87,1.0,2023,8
1.0,9:41,2.0,4.0,TEN 31,3.0,3.0,Derrick Henry left guard for 6 yards (tackle by Pete Werner and Tyrann Mathieu),0.87,1.4,1.0,2023,8
1.0,9:00,1.0,10.0,TEN 37,3.0,3.0,Ryan Tannehill sacked by and Carl Granderson for no gain and Cameron Jordan for no gain,1.4,0.86,1.0,2023,8
1.0,8:16,2.0,10.0,TEN 37,3.0,3.0,Derrick Henry left tackle for 6 yards (tackle by Pete Werner),0.86,0.96,1.0,2023,8
1.0,7:33,3.0,4.0,TEN 43,3.0,3.0,"Ryan Tannehill pass complete short right to Tyjae Spears for no gain (tackle by Pete Werner). Penalty on Alontae Taylor: Defensive Holding, 5 yards (accepted) (no play)",0.96,2.13,1.0,2023,8
1.0,7:11,1.0,10.0,TEN 48,3.0,3.0,"Penalty on Chigoziem Okonkwo: False Start, 5 yards (accepted) (no play)",2.13,1.8,1.0,2023,8
1.0,6:47,1.0,15.0,TEN 43,3.0,3.0,Ryan Tannehill pass complete short middle to DeAndre Hopkins for 9 yards (tackle by Marshon Lattimore),1.8,2.12,1.0,2023,8
1.0,6:06,2.0,6.0,NOR 48,3.0,3.0,Derrick Henry right end for 18 yards (tackle by Demario Davis),2.12,3.58,1.0,2023,8
1.0,5:20,1.0,10.0,NOR 30,3.0,3.0,Ryan Tannehill pass complete short left to DeAndre Hopkins for 15 yards (tackle by Marcus Maye),3.58,4.58,1.0,2023,8
1.0,4:33,1.0,10.0,NOR 15,3.0,3.0,Ryan Tannehill pass incomplete short left intended for Tyjae Spears,4.58,3.95,1.0,2023,8
1.0,4:29,2.0,10.0,NOR 15,3.0,3.0,Derrick Henry left end for 3 yards (tackle by Tyrann Mathieu),3.95,3.58,1.0,2023,8
1.0,3:43,3.0,7.0,NOR 12,3.0,3.0,Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 3 yards (tackle by Alontae Taylor),3.58,2.9,1.0,2023,8
1.0,3:10,4.0,4.0,NOR 9,6.0,3.0,Nick Folk 27 yard field goal good,2.9,3.0,1.0,2023,8
1.0,3:07,,,TEN 35,6.0,3.0,"Nick Folk kicks off 63 yards, returned by Rashid Shaheed for 26 yards (tackle by Anthony Kendall)",0.0,0.81,1.0,2023,8
1.0,3:01,1.0,10.0,NOR 28,6.0,3.0,Derek Carr pass complete short left to Rashid Shaheed for -1 yards (tackle by Amani Hooker),0.81,0.13,1.0,2023,8
1.0,2:24,2.0,11.0,NOR 27,6.0,3.0,"Penalty on Chris Olave: False Start, 5 yards (accepted) (no play)",0.13,-0.55,1.0,2023,8
1.0,2:10,2.0,16.0,NOR 22,6.0,3.0,Derek Carr pass complete short left to Juwan Johnson for 4 yards (tackle by Kristian Fulton and Amani Hooker),-0.55,-0.69,1.0,2023,8
1.0,1:34,3.0,12.0,NOR 26,6.0,3.0,Derek Carr pass incomplete deep left intended for Chris Olave,-0.69,-1.63,1.0,2023,8
1.0,1:30,4.0,12.0,NOR 26,6.0,3.0,Lou Hedley punts 51 yards out of bounds,-1.63,-0.48,1.0,2023,8
1.0,1:22,1.0,10.0,TEN 23,6.0,3.0,Ryan Tannehill pass incomplete short left intended for Nick Westbrook-Ikhine (defended by Marshon Lattimore),0.48,-0.07,1.0,2023,8
1.0,1:18,2.0,10.0,TEN 23,6.0,3.0,Derrick Henry left tackle for 1 yard (tackle by Malcolm Roach and Payton Turner),-0.07,-0.63,1.0,2023,8
1.0,0:37,3.0,9.0,TEN 24,6.0,3.0,Ryan Tannehill scrambles left end for 1 yard (tackle by Demario Davis),-0.63,-1.7,1.0,2023,8
1.0,0:01,4.0,8.0,TEN 25,6.0,3.0,"Ryan Stonehouse punts 62 yards, returned by Rashid Shaheed for no gain",-1.7,0.32,1.0,2023,8
2.0,15:00,1.0,10.0,NOR 13,6.0,3.0,Jamaal Williams left guard for 1 yard (tackle by Teair Tart),-0.32,-0.68,1.0,2023,8
2.0,14:27,2.0,9.0,NOR 14,6.0,3.0,Derek Carr pass complete short middle to Chris Olave for 17 yards (tackle by Elijah Molden),-0.68,1.0,1.0,2023,8
2.0,13:50,1.0,10.0,NOR 31,6.0,3.0,Jamaal Williams right end for 6 yards (tackle by Amani Hooker),1.0,1.27,1.0,2023,8
2.0,13:15,2.0,4.0,NOR 37,6.0,3.0,Derek Carr sacked by Arden Key for -6 yards,1.27,-0.23,1.0,2023,8
2.0,12:38,3.0,10.0,NOR 31,6.0,3.0,Derek Carr pass complete short middle to Juwan Johnson for 5 yards (tackle by Azeez Al-Shaair),-0.23,-0.98,1.0,2023,8
2.0,11:55,4.0,5.0,NOR 36,6.0,3.0,"Lou Hedley punts 52 yards, returned by Kearis Jackson for 11 yards (tackle by Taysom Hill and D'Marco Jackson)",-0.98,-0.48,1.0,2023,8
2.0,11:44,1.0,10.0,TEN 23,6.0,3.0,Derrick Henry left end for 3 yards (tackle by Demario Davis),0.48,0.34,1.0,2023,8
2.0,11:01,2.0,7.0,TEN 26,6.0,3.0,Derrick Henry right tackle for 1 yard (tackle by Pete Werner and Cameron Jordan),0.34,-0.23,1.0,2023,8
2.0,10:18,3.0,6.0,TEN 27,6.0,3.0,Ryan Tannehill pass incomplete short right intended for Nick Westbrook-Ikhine (defended by Alontae Taylor),-0.23,-1.57,1.0,2023,8
2.0,10:10,4.0,6.0,TEN 27,6.0,3.0,Ryan Stonehouse punts 1 yard,-1.57,-3.71,1.0,2023,8
2.0,9:54,1.0,10.0,TEN 28,6.0,3.0,Derek Carr scrambles right tackle for 7 yards (tackle by Jack Gibbens),3.71,4.11,1.0,2023,8
2.0,9:07,2.0,3.0,TEN 21,6.0,3.0,Derek Carr pass complete short left to Chris Olave for 2 yards (tackle by Jack Gibbens),4.11,3.72,1.0,2023,8
2.0,8:35,3.0,1.0,TEN 19,6.0,3.0,Jamaal Williams left guard for 5 yards (tackle by Jeffery Simmons and Jack Gibbens),3.72,4.65,1.0,2023,8
2.0,7:59,1.0,10.0,TEN 14,6.0,3.0,"Derek Carr pass incomplete short right intended for Rashid Shaheed NOR challenged the pass completion ruling, and the play was upheld.",4.65,4.0,1.0,2023,8
2.0,7:50,2.0,10.0,TEN 14,6.0,3.0,Derek Carr pass incomplete short left intended for Taysom Hill,4.0,3.11,1.0,2023,8
2.0,7:45,3.0,10.0,TEN 14,6.0,3.0,"Derek Carr pass incomplete short middle intended for Michael Thomas (defended by Arden Key) TEN challenged the pass completion ruling, and the play was upheld.",3.11,2.51,1.0,2023,8
2.0,7:40,4.0,10.0,TEN 14,6.0,6.0,Blake Grupe 33 yard field goal good,2.51,3.0,1.0,2023,8
2.0,7:37,,,NOR 35,6.0,6.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,8
2.0,7:37,1.0,10.0,TEN 25,6.0,6.0,Ryan Tannehill pass incomplete deep left intended for DeAndre Hopkins (defended by Marshon Lattimore),0.61,0.06,1.0,2023,8
2.0,7:32,2.0,10.0,TEN 25,6.0,6.0,Derrick Henry right tackle for 5 yards (tackle by Demario Davis),0.06,0.04,1.0,2023,8
2.0,6:48,3.0,5.0,TEN 30,6.0,6.0,Ryan Tannehill pass deep right intended for DeAndre Hopkins is intercepted by Marshon Lattimore at NO-41 and returned for no gain (tackle by DeAndre Hopkins),0.04,-1.66,1.0,2023,8
2.0,6:36,1.0,10.0,NOR 41,6.0,6.0,Jamaal Williams right end for 2 yards (tackle by Elijah Molden),1.66,1.39,1.0,2023,8
2.0,6:00,2.0,8.0,NOR 43,6.0,6.0,Derek Carr sacked by and Arden Key for -7 yards and Denico Autry for -7 yards,1.39,-0.23,1.0,2023,8
2.0,5:17,3.0,15.0,NOR 36,6.0,6.0,Derek Carr sacked by Jeffery Simmons for -3 yards,-0.23,-1.18,1.0,2023,8
2.0,4:41,4.0,18.0,NOR 33,6.0,6.0,"Lou Hedley punts 49 yards, returned by Kearis Jackson for 12 yards (tackle by D'Marco Jackson and Zach Wood)",-1.18,-0.94,1.0,2023,8
2.0,4:29,1.0,10.0,TEN 30,6.0,6.0,Ryan Tannehill pass complete short left to Derrick Henry for 46 yards (tackle by Marcus Maye),0.94,3.97,1.0,2023,8
2.0,3:43,1.0,10.0,NOR 24,6.0,6.0,Treylon Burks left end for 9 yards (tackle by Marcus Maye),3.97,4.85,1.0,2023,8
2.0,3:04,2.0,1.0,NOR 15,6.0,6.0,Derrick Henry left tackle for 2 yards (tackle by Pete Werner and Marcus Maye),4.85,4.71,1.0,2023,8
2.0,2:19,1.0,10.0,NOR 13,6.0,6.0,Ryan Tannehill pass incomplete short right intended for DeAndre Hopkins (defended by Cameron Jordan),4.71,4.05,1.0,2023,8
2.0,2:12,2.0,10.0,NOR 13,6.0,6.0,"Derrick Henry left end for no gain (tackle by Tyrann Mathieu and Marshon Lattimore). Penalty on Aaron Brewer: Offensive Holding, 10 yards (accepted) (no play)",4.05,2.81,1.0,2023,8
2.0,2:00,2.0,20.0,NOR 23,6.0,6.0,Ryan Tannehill pass complete short right to Derrick Henry for 10 yards (tackle by Alontae Taylor and Pete Werner),2.81,3.12,1.0,2023,8
2.0,1:45,,,,,,Timeout #2 by New Orleans Saints,,,1.0,2023,8
2.0,1:45,3.0,10.0,NOR 13,6.0,6.0,Ryan Tannehill pass incomplete short right,3.12,2.57,1.0,2023,8
2.0,1:43,4.0,10.0,NOR 13,9.0,6.0,"Nick Folk 31 yard field goal good. Penalty on Bryan Bresee: Illegal Formation, 5 yards (declined)",2.57,3.0,1.0,2023,8
2.0,1:40,,,TEN 35,9.0,6.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,8
2.0,1:40,1.0,10.0,NOR 25,9.0,6.0,Derek Carr pass complete short right to Juwan Johnson for 27 yards (tackle by Elijah Molden and Kevin Byard),0.61,2.39,1.0,2023,8
2.0,1:21,1.0,10.0,TEN 48,9.0,6.0,Derek Carr pass complete short left to Rashid Shaheed for 8 yards (tackle by Kevin Byard),2.39,2.93,1.0,2023,8
2.0,1:05,2.0,2.0,TEN 40,9.0,6.0,"Derek Carr pass complete short right to Chris Olave for 7 yards (tackle by Kindle Vildor) Replay Assistant challenged the pass completion ruling, and the play was upheld.",2.93,3.38,1.0,2023,8
2.0,1:00,1.0,10.0,TEN 33,9.0,6.0,Derek Carr sacked by Denico Autry for -7 yards,3.38,1.89,1.0,2023,8
2.0,0:55,,,,,,Timeout #3 by New Orleans Saints,,,1.0,2023,8
2.0,0:55,2.0,17.0,TEN 40,9.0,6.0,Derek Carr pass complete short middle to Michael Thomas for 9 yards (tackle by Kevin Byard),1.89,2.41,1.0,2023,8
2.0,0:37,3.0,8.0,TEN 31,9.0,6.0,Derek Carr pass deep middle intended for Juwan Johnson is intercepted by Amani Hooker at TEN-12 and returned for 10 yards (tackle by Juwan Johnson),2.41,-0.41,1.0,2023,8
2.0,0:30,1.0,10.0,TEN 22,9.0,6.0,Ryan Tannehill sacked by and Bryan Bresee for -8 yards and Pete Werner for -8 yards,0.41,-1.33,1.0,2023,8
3.0,15:00,,,NOR 35,9.0,6.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,8
3.0,15:00,1.0,10.0,TEN 25,9.0,6.0,Ryan Tannehill pass complete short left to DeAndre Hopkins for 4 yards (tackle by Pete Werner),0.61,0.6,1.0,2023,8
3.0,14:24,2.0,6.0,TEN 29,9.0,6.0,Derrick Henry left tackle for 7 yards (tackle by Cameron Jordan),0.6,1.33,1.0,2023,8
3.0,13:46,1.0,10.0,TEN 36,9.0,6.0,Tyjae Spears left end for 17 yards (tackle by Demario Davis),1.33,2.46,1.0,2023,8
3.0,13:06,1.0,10.0,NOR 47,9.0,6.0,Ryan Tannehill pass deep left (defended by Isaac Yiadom) intended for Chris Moore is intercepted by Marcus Maye at NO-1 and returned for 5 yards (tackle by Chris Moore),2.46,0.38,1.0,2023,8
3.0,12:55,1.0,10.0,NOR 6,9.0,6.0,Jamaal Williams right tackle for 4 yards (tackle by Naquan Jones and Azeez Al-Shaair),-0.38,-0.49,1.0,2023,8
3.0,12:27,2.0,6.0,NOR 10,9.0,6.0,Jamaal Williams left guard for 3 yards (tackle by Elijah Molden and Teair Tart),-0.49,-0.6,1.0,2023,8
3.0,11:46,3.0,3.0,NOR 13,9.0,6.0,Derek Carr pass complete deep left to Chris Olave for 45 yards (tackle by Kevin Byard),-0.6,2.79,1.0,2023,8
3.0,11:04,1.0,10.0,TEN 42,9.0,6.0,Taysom Hill right guard for 4 yards (tackle by Jack Gibbens),2.79,2.78,1.0,2023,8
3.0,10:28,2.0,6.0,TEN 38,9.0,6.0,Tony Jones right end for 5 yards (tackle by Sean Murphy-Bunting),2.78,2.74,1.0,2023,8
3.0,9:47,3.0,1.0,TEN 33,9.0,6.0,"Jamaal Williams right tackle for -1 yards (tackle by Jack Gibbens and Azeez Al-Shaair). Penalty on Erik McCoy: Offensive Holding, 10 yards (declined)",2.74,1.1,1.0,2023,8
3.0,9:30,4.0,2.0,TEN 34,9.0,9.0,Blake Grupe 52 yard field goal good,1.1,3.0,1.0,2023,8
3.0,9:25,,,NOR 35,9.0,9.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,8
3.0,9:25,1.0,10.0,TEN 25,9.0,9.0,Ryan Tannehill pass complete short middle to Treylon Burks for 14 yards (tackle by Paulson Adebo),0.61,1.53,1.0,2023,8
3.0,8:46,1.0,10.0,TEN 39,9.0,9.0,Ryan Tannehill pass complete short left to Treylon Burks for 4 yards (tackle by Marcus Maye),1.53,1.53,1.0,2023,8
3.0,8:08,2.0,6.0,TEN 43,9.0,9.0,Ryan Tannehill pass incomplete short middle intended for Treylon Burks,1.53,0.83,1.0,2023,8
3.0,8:04,3.0,6.0,TEN 43,9.0,9.0,Ryan Tannehill sacked by Carl Granderson for -9 yards,0.83,-1.11,1.0,2023,8
3.0,7:27,4.0,15.0,TEN 34,9.0,9.0,"Ryan Stonehouse punts 44 yards, returned by Rashid Shaheed for 6 yards (tackle by Monty Rice). Penalty on Lonnie Johnson: Defensive Holding, 10 yards (accepted)",-1.11,-0.04,1.0,2023,8
3.0,7:15,1.0,10.0,NOR 18,9.0,9.0,Jamaal Williams for 1 yard (tackle by Denico Autry),0.04,-0.32,1.0,2023,8
3.0,6:43,2.0,9.0,NOR 19,9.0,9.0,Derek Carr pass complete short left to Michael Thomas for 7 yards (tackle by Azeez Al-Shaair),-0.32,-0.14,1.0,2023,8
3.0,6:06,3.0,2.0,NOR 26,9.0,9.0,"Derek Carr pass incomplete short left intended for Juwan Johnson (defended by Roger McCreary). Penalty on Azeez Al-Shaair: Roughing the Passer, 15 yards (accepted) (no play)",-0.14,1.66,1.0,2023,8
3.0,5:59,1.0,10.0,NOR 41,9.0,9.0,Derek Carr pass complete short right to Chris Olave for 6 yards (tackle by Kevin Byard),1.66,1.93,1.0,2023,8
3.0,5:27,2.0,4.0,NOR 47,9.0,9.0,Jamaal Williams left guard for -3 yards (tackle by Teair Tart),1.93,0.83,1.0,2023,8
3.0,4:50,3.0,7.0,NOR 44,9.0,9.0,Derek Carr pass incomplete short left intended for Juwan Johnson (defended by Amani Hooker),0.83,-0.46,1.0,2023,8
3.0,4:46,4.0,7.0,NOR 44,9.0,9.0,"Lou Hedley punts 45 yards, returned by Kearis Jackson for no gain (tackle by Lonnie Johnson)",-0.46,0.37,1.0,2023,8
3.0,4:38,1.0,10.0,TEN 11,9.0,9.0,Tyjae Spears right guard for 2 yards (tackle by Carl Granderson and Tyrann Mathieu),-0.37,-0.63,1.0,2023,8
3.0,3:57,2.0,8.0,TEN 13,9.0,9.0,Ryan Tannehill pass complete short right to DeAndre Hopkins for 3 yards (tackle by Alontae Taylor),-0.63,-0.84,1.0,2023,8
3.0,3:13,3.0,5.0,TEN 16,9.0,9.0,Ryan Tannehill pass deep right intended for DeAndre Hopkins is intercepted by Paulson Adebo at TEN-33 and returned for no gain (tackle by DeAndre Hopkins),-0.84,-3.38,1.0,2023,8
3.0,3:08,1.0,10.0,TEN 33,9.0,9.0,Taysom Hill left end for 4 yards (tackle by Teair Tart),3.38,3.38,1.0,2023,8
3.0,2:40,2.0,6.0,TEN 29,9.0,9.0,Derek Carr pass complete short right to Chris Olave for 7 yards (tackle by Elijah Molden),3.38,4.11,1.0,2023,8
3.0,2:08,1.0,10.0,TEN 22,9.0,9.0,Jamaal Williams right guard for 3 yards (tackle by Sean Murphy-Bunting),4.11,3.97,1.0,2023,8
3.0,1:33,2.0,7.0,TEN 19,9.0,9.0,Derek Carr pass incomplete deep right intended for Keith Kirkwood,3.97,3.26,1.0,2023,8
3.0,1:28,3.0,7.0,TEN 19,9.0,15.0,"Derek Carr pass complete deep right to Rashid Shaheed for 19 yards, touchdown",3.26,7.0,1.0,2023,8
3.0,1:23,,,TEN 15,9.0,16.0,Blake Grupe kicks extra point good,0.0,0.0,1.0,2023,8
3.0,1:23,,,NOR 35,9.0,16.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,8
3.0,1:23,1.0,10.0,TEN 25,9.0,16.0,Derrick Henry left tackle for 3 yards (tackle by Tanoh Kpassagnon),0.61,0.47,1.0,2023,8
3.0,0:45,2.0,7.0,TEN 28,9.0,16.0,"Penalty on Treylon Burks: False Start, 5 yards (accepted) (no play)",0.47,-0.21,1.0,2023,8
3.0,0:20,2.0,12.0,TEN 23,9.0,16.0,Ryan Tannehill scrambles for 2 yards (tackle by Malcolm Roach and Demario Davis),-0.21,-0.62,1.0,2023,8
4.0,15:00,3.0,10.0,TEN 25,9.0,16.0,Ryan Tannehill pass complete deep middle to DeAndre Hopkins for 16 yards (tackle by Paulson Adebo),-0.62,1.66,1.0,2023,8
4.0,14:20,1.0,10.0,TEN 41,9.0,16.0,Ryan Tannehill pass complete short right to DeAndre Hopkins for 12 yards,1.66,2.46,1.0,2023,8
4.0,13:40,1.0,10.0,NOR 47,9.0,16.0,Ryan Tannehill pass incomplete deep right intended for Chigoziem Okonkwo,2.46,1.91,1.0,2023,8
4.0,13:37,2.0,10.0,NOR 47,9.0,16.0,Ryan Tannehill pass complete short middle to Nick Westbrook-Ikhine for 10 yards (tackle by Pete Werner),1.91,3.12,1.0,2023,8
4.0,13:01,1.0,10.0,NOR 37,9.0,16.0,Derrick Henry left guard for 4 yards (tackle by Cameron Jordan),3.12,3.11,1.0,2023,8
4.0,12:17,2.0,6.0,NOR 33,9.0,16.0,Ryan Tannehill pass incomplete short right intended for DeAndre Hopkins,3.11,2.41,1.0,2023,8
4.0,12:11,3.0,6.0,NOR 33,9.0,16.0,"Ryan Tannehill pass incomplete short middle intended for Nick Westbrook-Ikhine. Penalty on Paulson Adebo: Defensive Holding, 5 yards (accepted) (no play)",2.41,3.71,1.0,2023,8
4.0,12:06,1.0,10.0,NOR 28,9.0,16.0,Ryan Tannehill pass incomplete short right intended for Derrick Henry (defended by Cameron Jordan),3.71,3.17,1.0,2023,8
4.0,12:01,2.0,10.0,NOR 28,9.0,16.0,Ryan Tannehill pass complete short left to Tyjae Spears for 1 yard (tackle by Tyrann Mathieu),3.17,2.61,1.0,2023,8
4.0,11:20,3.0,9.0,NOR 27,9.0,16.0,Ryan Tannehill pass incomplete short right intended for DeAndre Hopkins (defended by Ugo Amadi),2.61,1.67,1.0,2023,8
4.0,11:16,4.0,9.0,NOR 27,12.0,16.0,Nick Folk 45 yard field goal good,1.67,3.0,1.0,2023,8
4.0,11:12,,,TEN 35,12.0,16.0,"Nick Folk kicks off 68 yards, returned by Rashid Shaheed for 16 yards (tackle by Anthony Kendall)",0.0,-0.32,1.0,2023,8
4.0,11:09,1.0,10.0,NOR 13,12.0,16.0,Jamaal Williams right guard for 2 yards (tackle by Denico Autry and Elijah Molden),-0.32,-0.57,1.0,2023,8
4.0,10:35,2.0,8.0,NOR 15,12.0,16.0,Derek Carr pass complete short middle to Chris Olave for 13 yards (tackle by Elijah Molden),-0.57,0.81,1.0,2023,8
4.0,10:01,1.0,10.0,NOR 28,12.0,16.0,Taysom Hill left end for -4 yards (tackle by Jeffery Simmons),0.81,-0.28,1.0,2023,8
4.0,9:18,2.0,14.0,NOR 24,12.0,16.0,Jamaal Williams right guard for 3 yards (tackle by Teair Tart and Arden Key),-0.28,-0.56,1.0,2023,8
4.0,8:41,3.0,11.0,NOR 27,12.0,16.0,Derek Carr pass complete short right to Chris Olave for 15 yards (tackle by Sean Murphy-Bunting),-0.56,1.73,1.0,2023,8
4.0,8:03,1.0,10.0,NOR 42,12.0,16.0,Jamaal Williams left guard for 4 yards (tackle by Arden Key and Azeez Al-Shaair),1.73,1.73,1.0,2023,8
4.0,7:29,2.0,6.0,NOR 46,12.0,16.0,"Penalty on Ryan Ramczyk: False Start, 5 yards (accepted) (no play)",1.73,1.05,1.0,2023,8
4.0,7:29,2.0,11.0,NOR 41,12.0,16.0,Derek Carr pass complete short right to Jamaal Williams for 2 yards (tackle by Kevin Byard and Kyle Peko),1.05,0.7,1.0,2023,8
4.0,6:57,3.0,8.0,NOR 43,12.0,16.0,Derek Carr pass incomplete deep right intended for Chris Olave (defended by Elijah Molden),0.7,-0.52,1.0,2023,8
4.0,6:51,4.0,8.0,NOR 43,12.0,16.0,"Lou Hedley punts 44 yards, returned by Kearis Jackson for 14 yards (tackle by Isaac Yiadom and Adam Prentice)",-0.52,-0.74,1.0,2023,8
4.0,6:42,1.0,10.0,TEN 27,12.0,16.0,Tyjae Spears left tackle for 8 yards (tackle by Marcus Maye),0.74,1.28,1.0,2023,8
4.0,6:01,2.0,2.0,TEN 35,12.0,16.0,Ryan Tannehill pass incomplete deep left intended for Tyjae Spears,1.28,0.56,1.0,2023,8
4.0,5:53,3.0,2.0,TEN 35,12.0,16.0,Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 21 yards (tackle by Demario Davis),0.56,2.65,1.0,2023,8
4.0,5:19,1.0,10.0,NOR 44,12.0,16.0,Derrick Henry left guard for no gain (tackle by Demario Davis and Cameron Jordan),2.65,2.11,1.0,2023,8
4.0,4:41,2.0,10.0,NOR 44,12.0,16.0,Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for 24 yards (tackle by Tyrann Mathieu),2.11,4.24,1.0,2023,8
4.0,3:48,1.0,10.0,NOR 20,12.0,16.0,"Ryan Tannehill pass incomplete short middle intended for Chigoziem Okonkwo. Penalty on Marcus Maye: Defensive Pass Interference, 5 yards (accepted) (no play)",4.24,4.58,1.0,2023,8
4.0,3:45,1.0,10.0,NOR 15,12.0,16.0,Derrick Henry right end for -2 yards (tackle by Demario Davis and Alontae Taylor),4.58,3.68,1.0,2023,8
4.0,2:58,2.0,12.0,NOR 17,12.0,16.0,Ryan Tannehill pass incomplete short left intended for Nick Westbrook-Ikhine (defended by Marshon Lattimore),3.68,2.98,1.0,2023,8
4.0,2:56,3.0,12.0,NOR 17,12.0,16.0,Ryan Tannehill pass complete short middle to DeAndre Hopkins for 6 yards (tackle by Demario Davis),2.98,2.72,1.0,2023,8
4.0,2:20,4.0,6.0,NOR 11,15.0,16.0,Nick Folk 29 yard field goal good,2.72,3.0,1.0,2023,8
4.0,2:17,,,TEN 35,15.0,16.0,"Nick Folk kicks off 63 yards, returned by Rashid Shaheed for 27 yards (tackle by Anthony Kendall and Jack Gibbens)",0.0,0.87,1.0,2023,8
4.0,2:12,1.0,10.0,NOR 29,15.0,16.0,"Rashid Shaheed right end for 5 yards (tackle by Elijah Molden). Penalty on Keith Kirkwood: Offensive Holding, 10 yards (accepted)",0.87,0.54,1.0,2023,8
4.0,2:05,1.0,13.0,NOR 24,15.0,16.0,Jamaal Williams for 1 yard (tackle by Jack Gibbens),0.54,-0.21,1.0,2023,8
4.0,2:00,2.0,14.0,NOR 25,15.0,16.0,Derek Carr pass complete short left to Michael Thomas for 8 yards (tackle by Sean Murphy-Bunting and Amani Hooker),-0.21,0.17,1.0,2023,8
4.0,1:55,,,,,,Timeout #1 by Tennessee Titans,,,1.0,2023,8
4.0,1:55,3.0,6.0,NOR 33,15.0,16.0,"Derek Carr pass complete deep left to Rashid Shaheed for 41 yards Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.17,3.84,1.0,2023,8
4.0,1:50,1.0,10.0,TEN 26,15.0,16.0,Jamaal Williams right guard for no gain (tackle by Azeez Al-Shaair and Jeffery Simmons),3.84,3.3,1.0,2023,8
4.0,1:46,,,,,,Timeout #2 by Tennessee Titans,,,1.0,2023,8
