Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Dak Prescott,DAL,0,0,0,0,0,1.0,2023,15
Cooper Rush,DAL,0,0,0,0,0,1.0,2023,15
Tony Pollard,DAL,3,2,12,0,7,1.0,2023,15
Rico Dowdle,DAL,0,0,0,0,0,1.0,2023,15
KaVontae Turpin,DAL,3,2,11,0,7,1.0,2023,15
Deuce Vaughn,DAL,0,0,0,0,0,1.0,2023,15
CeeDee Lamb,DAL,4,4,77,0,49,1.0,2023,15
Brandin Cooks,DAL,4,2,22,0,16,1.0,2023,15
Jake Ferguson,DAL,7,2,11,0,9,1.0,2023,15
Michael Gallup,DAL,2,1,10,0,10,1.0,2023,15
Jalen Tolbert,DAL,1,0,0,0,0,1.0,2023,15
Peyton Hendershot,DAL,1,0,0,0,0,1.0,2023,15
Daniel Jones,NYG,0,0,0,0,0,1.0,2023,15
Tyrod Taylor,NYG,0,0,0,0,0,1.0,2023,15
Saquon Barkley,NYG,4,3,12,0,7,1.0,2023,15
Matt Breida,NYG,1,1,-3,0,-5,1.0,2023,15
Gary Brightwell,NYG,2,2,6,0,9,1.0,2023,15
Darren Waller,NYG,5,3,36,0,22,1.0,2023,15
Isaiah Hodgins,NYG,3,1,24,0,24,1.0,2023,15
Lawrence Cager,NYG,2,2,17,0,9,1.0,2023,15
Darius Slayton,NYG,5,3,15,0,8,1.0,2023,15
Parris Campbell,NYG,4,1,2,0,2,1.0,2023,15
Daniel Bellinger,NYG,1,1,1,0,1,1.0,2023,15
Sterling Shepard,NYG,1,0,0,0,0,1.0,2023,15
Jalin Hyatt,NYG,1,0,0,0,0,1.0,2023,15
