0,1,week,year,game_id
Won Toss,Jaguars (deferred),1.0,2023,4
Roof,retractable roof (closed),1.0,2023,4
Surface,fieldturf,1.0,2023,4
Duration,3:12,1.0,2023,4
Attendance,65749,1.0,2023,4
Vegas Line,Jacksonville Jaguars -3.5,1.0,2023,4
Over/Under,46.5 (over),1.0,2023,4
