#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,CHI 12,6,3:29,28,Downs,1,Bears,1.0,2023,10
2,1,6:08,CHI 34,7,4:04,38,Field Goal,1,Bears,1.0,2023,10
3,1,0:32,CHI 37,12,6:32,52,Field Goal,1,Bears,1.0,2023,10
4,2,7:16,CHI 20,3,1:48,0,Punt,1,Bears,1.0,2023,10
5,2,2:12,CHI 6,5,1:00,14,Punt,1,Bears,1.0,2023,10
6,3,10:19,CHI 25,3,2:14,-2,Punt,1,Bears,1.0,2023,10
7,3,6:26,CHI 11,3,1:28,7,Fumble,1,Bears,1.0,2023,10
8,3,3:22,CHI 35,6,2:23,65,Touchdown,1,Bears,1.0,2023,10
9,4,13:30,CHI 25,3,0:54,-1,Interception,1,Bears,1.0,2023,10
10,4,12:36,CHI 30,5,2:24,9,Punt,1,Bears,1.0,2023,10
11,4,6:18,CHI 31,14,3:24,69,Touchdown,1,Bears,1.0,2023,10
12,4,1:03,CHI 25,5,1:03,27,End of Game,1,Bears,1.0,2023,10
