Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Jared Goff,DET,0,0,1.0,2023,1
David Montgomery,DET,0,0,1.0,2023,1
Jahmyr Gibbs,DET,0,0,1.0,2023,1
Jalen Reeves-Maybin,DET,0,0,1.0,2023,1
Josh Reynolds,DET,0,0,1.0,2023,1
Amon-Ra St. Brown,DET,0,0,1.0,2023,1
Sam LaPorta,DET,0,0,1.0,2023,1
Kalif Raymond,DET,0,0,1.0,2023,1
Brock Wright,DET,0,0,1.0,2023,1
Marvin Jones,DET,1,1,1.0,2023,1
Patrick Mahomes,KAN,0,0,1.0,2023,1
Isiah Pacheco,KAN,0,0,1.0,2023,1
Clyde Edwards-Helaire,KAN,0,0,1.0,2023,1
Skyy Moore,KAN,0,0,1.0,2023,1
Marquez Valdes-Scantling,KAN,0,0,1.0,2023,1
Justin Watson,KAN,0,0,1.0,2023,1
Noah Gray,KAN,0,0,1.0,2023,1
Blake Bell,KAN,0,0,1.0,2023,1
Jerick McKinnon,KAN,0,0,1.0,2023,1
Richie James,KAN,0,0,1.0,2023,1
Justyn Ross,KAN,0,0,1.0,2023,1
Kadarius Toney,KAN,0,0,1.0,2023,1
Rashee Rice,KAN,0,0,1.0,2023,1
