#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,BUF 25,5,2:30,17,Punt,0,Bills,1.0,2023,16
2,1,9:24,BUF 23,11,6:19,55,Field Goal,0,Bills,1.0,2023,16
3,2,14:54,BUF 29,3,1:52,2,Interception,0,Bills,1.0,2023,16
4,2,10:35,BUF 25,11,5:52,75,Touchdown,0,Bills,1.0,2023,16
5,2,3:08,,9,2:51,34,Field Goal,0,Bills,1.0,2023,16
6,3,8:59,BUF 25,8,4:51,34,Interception,0,Bills,1.0,2023,16
7,3,2:10,BUF 15,3,1:37,8,Punt,0,Bills,1.0,2023,16
8,4,14:11,BUF 15,8,4:28,28,Interception,0,Bills,1.0,2023,16
9,4,4:55,BUF 25,1,0:04,0,Fumble,0,Bills,1.0,2023,16
10,4,1:48,BUF 25,9,1:46,43,Field Goal,0,Bills,1.0,2023,16
11,5,10:00,BUF 25,3,0:58,-2,Punt,0,Bills,1.0,2023,16
