Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Jalen Hurts,PHI,1,1,1.0,2023,13
Kenneth Gainwell,PHI,0,0,1.0,2023,13
Boston Scott,PHI,0,0,1.0,2023,13
D'Andre Swift,PHI,0,0,1.0,2023,13
A.J. Brown,PHI,0,0,1.0,2023,13
DeVonta Smith,PHI,0,0,1.0,2023,13
Quez Watkins,PHI,0,0,1.0,2023,13
Dallas Goedert,PHI,0,0,1.0,2023,13
Mac Jones,NWE,0,0,1.0,2023,13
Ezekiel Elliott,NWE,1,1,1.0,2023,13
Rhamondre Stevenson,NWE,0,0,1.0,2023,13
Ty Montgomery,NWE,0,0,1.0,2023,13
Kendrick Bourne,NWE,0,0,1.0,2023,13
Hunter Henry,NWE,0,0,1.0,2023,13
Demario Douglas,NWE,0,0,1.0,2023,13
Mike Gesicki,NWE,0,0,1.0,2023,13
JuJu Smith-Schuster,NWE,0,0,1.0,2023,13
Kayshon Boutte,NWE,0,0,1.0,2023,13
