Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Jared Goff,DET,22,35,253,1,0,1,3,33,94.1,1.0,2023,1
David Montgomery,DET,0,0,0,0,0,0,0,0,,1.0,2023,1
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,1.0,2023,1
Jalen Reeves-Maybin,DET,0,0,0,0,0,0,0,0,,1.0,2023,1
Josh Reynolds,DET,0,0,0,0,0,0,0,0,,1.0,2023,1
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,1.0,2023,1
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,1.0,2023,1
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,1.0,2023,1
Brock Wright,DET,0,0,0,0,0,0,0,0,,1.0,2023,1
Marvin Jones,DET,0,0,0,0,0,0,0,0,,1.0,2023,1
Patrick Mahomes,KAN,21,39,226,2,1,0,0,34,77.5,1.0,2023,1
Isiah Pacheco,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
Clyde Edwards-Helaire,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
Skyy Moore,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
Marquez Valdes-Scantling,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
Justin Watson,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
Noah Gray,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
Blake Bell,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
Jerick McKinnon,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
Richie James,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
Justyn Ross,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
Kadarius Toney,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
Rashee Rice,KAN,0,0,0,0,0,0,0,0,,1.0,2023,1
