Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
James Conner,ARI,14,62,0,3.0,46,3.3,16,1.1,2,7.0,1.0,2023,5
Keaontay Ingram,ARI,5,-4,0,,-7,-1.4,3,0.6,3,1.7,1.0,2023,5
Joshua Dobbs,ARI,3,-3,0,0.0,-4,-1.3,1,0.3,0,,1.0,2023,5
Rondale Moore,ARI,2,12,0,0.0,10,5.0,2,1.0,0,,1.0,2023,5
Marquise Brown,ARI,1,29,0,1.0,26,26.0,3,3.0,0,,1.0,2023,5
Brian Robinson Jr.,WAS,19,59,0,5.0,48,2.5,11,0.6,1,19.0,1.0,2023,5
Antonio Gibson,WAS,3,9,0,,7,2.3,2,0.7,0,,1.0,2023,5
Chris Rodriguez,WAS,3,7,0,1.0,5,1.7,2,0.7,0,,1.0,2023,5
Sam Howell,WAS,2,11,1,1.0,10,5.0,1,0.5,0,,1.0,2023,5
Curtis Samuel,WAS,1,6,0,0.0,6,6.0,0,0.0,0,,1.0,2023,5
