Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Baker Mayfield,TAM,0,0,0,0,0,1.0,2023,7
Rachaad White,TAM,2,2,10,0,8,1.0,2023,7
Sean Tucker,TAM,2,2,9,0,6,1.0,2023,7
Chase Edmonds,TAM,0,0,0,0,0,1.0,2023,7
Mike Evans,TAM,10,6,66,1,28,1.0,2023,7
Chris Godwin,TAM,6,5,51,0,16,1.0,2023,7
Cade Otton,TAM,3,2,19,0,13,1.0,2023,7
Deven Thompkins,TAM,3,2,10,0,8,1.0,2023,7
Trey Palmer,TAM,3,2,8,1,7,1.0,2023,7
Ko Kieft,TAM,3,0,0,0,0,1.0,2023,7
Rakim Jarrett,TAM,0,0,0,0,0,1.0,2023,7
Kirk Cousins,MIN,0,0,0,0,0,1.0,2023,7
Alexander Mattison,MIN,4,3,10,1,4,1.0,2023,7
Justin Jefferson,MIN,12,9,150,0,42,1.0,2023,7
Jordan Addison,MIN,6,4,61,1,39,1.0,2023,7
T.J. Hockenson,MIN,9,8,35,0,14,1.0,2023,7
Josh Oliver,MIN,3,3,32,0,18,1.0,2023,7
K.J. Osborn,MIN,6,3,31,0,19,1.0,2023,7
Ty Chandler,MIN,1,1,18,0,18,1.0,2023,7
C.J. Ham,MIN,3,2,7,0,6,1.0,2023,7
