Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Bryce Young,CAR,0,0,0,0,0,1.0,2023,2
Miles Sanders,CAR,6,4,26,0,11,1.0,2023,2
Chuba Hubbard,CAR,2,2,9,0,7,1.0,2023,2
Laviska Shenault Jr.,CAR,2,2,16,0,14,1.0,2023,2
Hayden Hurst,CAR,7,5,41,1,14,1.0,2023,2
Terrace Marshall Jr.,CAR,6,2,23,0,12,1.0,2023,2
Jonathan Mingo,CAR,5,2,17,0,9,1.0,2023,2
Adam Thielen,CAR,2,2,12,0,9,1.0,2023,2
Giovanni Ricci,CAR,1,1,2,0,2,1.0,2023,2
Desmond Ridder,ATL,1,1,-6,0,-6,1.0,2023,2
Tyler Allgeier,ATL,3,3,19,0,12,1.0,2023,2
Bijan Robinson,ATL,6,6,27,1,17,1.0,2023,2
Kyle Pitts,ATL,3,2,44,0,34,1.0,2023,2
Mack Hollins,ATL,4,3,31,0,11,1.0,2023,2
Drake London,ATL,1,0,0,0,0,1.0,2023,2
