Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Josh Allen,BUF,29,41,236,1,3,5,19,26,62.7,1.0,2023,16
James Cook,BUF,0,0,0,0,0,0,0,0,,1.0,2023,16
Latavius Murray,BUF,0,0,0,0,0,0,0,0,,1.0,2023,16
Deonte Harty,BUF,0,0,0,0,0,0,0,0,,1.0,2023,16
Damien Harris,BUF,0,0,0,0,0,0,0,0,,1.0,2023,16
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,1.0,2023,16
Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,1.0,2023,16
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,1.0,2023,16
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,1.0,2023,16
Zach Wilson,NYJ,14,21,140,1,1,2,13,24,81.4,1.0,2023,16
Aaron Rodgers,NYJ,0,1,0,0,0,1,10,0,39.6,1.0,2023,16
Breece Hall,NYJ,0,0,0,0,0,0,0,0,,1.0,2023,16
Dalvin Cook,NYJ,0,0,0,0,0,0,0,0,,1.0,2023,16
Michael Carter,NYJ,0,0,0,0,0,0,0,0,,1.0,2023,16
Allen Lazard,NYJ,0,0,0,0,0,0,0,0,,1.0,2023,16
Garrett Wilson,NYJ,0,0,0,0,0,0,0,0,,1.0,2023,16
Tyler Conklin,NYJ,0,0,0,0,0,0,0,0,,1.0,2023,16
Randall Cobb,NYJ,0,0,0,0,0,0,0,0,,1.0,2023,16
