Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Byron Young,LAR,0,2,2,100.0%,7.0,3.5,3.5,0.0,81.2,1.0,2.0,5.0,2,3,1,0.5,5,4,0,0.0%,1.0,2023,14
Michael Hoecht,LAR,0,2,2,100.0%,24.0,12.0,12.0,0.0,116.7,4.5,9.0,15.0,0,0,0,0.5,1,3,2,40.0%,1.0,2023,14
Ahkello Witherspoon,LAR,0,3,2,66.7%,33.0,16.5,11.0,0.0,103.5,15.3,25.0,8.0,0,0,0,0.0,0,2,0,0.0%,1.0,2023,14
Christian Rozeboom,LAR,0,2,2,100.0%,17.0,8.5,8.5,0.0,102.1,2.0,4.0,13.0,0,0,0,0.0,0,6,2,25.0%,1.0,2023,14
Derion Kendrick,LAR,0,6,2,33.3%,11.0,5.5,1.8,1.0,81.9,11.8,7.0,4.0,0,0,0,0.0,0,3,2,40.0%,1.0,2023,14
Ernest Jones,LAR,0,3,2,66.7%,3.0,1.5,1.0,0.0,70.1,0.0,0.0,3.0,4,0,0,0.0,0,9,0,0.0%,1.0,2023,14
Aaron Donald,LAR,0,1,1,100.0%,-1.0,-1.0,-1.0,0.0,79.2,-6.0,-6.0,5.0,0,1,0,0.5,2,4,1,20.0%,1.0,2023,14
Earnest Brown IV,LAR,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,-1.0,-1.0,7.0,0,0,0,0.0,0,1,0,0.0%,1.0,2023,14
Quentin Lake,LAR,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,5.0,5.0,3.0,1,0,0,0.0,0,1,0,0.0%,1.0,2023,14
Cobie Durant,LAR,0,0,0,,,,,,,,,,1,0,1,0.0,1,1,0,0.0%,1.0,2023,14
Zach VanValkenburg,LAR,0,0,0,,,,,,,,,,2,0,1,0.0,1,0,0,,1.0,2023,14
Kobie Turner,LAR,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%,1.0,2023,14
Russ Yeast,LAR,0,1,0,0.0%,,,0.0,,39.6,5.0,,,0,0,0,0.0,0,2,0,0.0%,1.0,2023,14
Julian Love,SEA,0,10,6,60.0%,106.0,17.7,10.6,0.0,96.2,11.2,77.0,29.0,0,0,0,0.0,0,9,1,10.0%,1.0,2023,14
Coby Bryant,SEA,0,6,5,83.3%,34.0,6.8,5.7,0.0,90.3,7.2,27.0,7.0,5,0,1,0.0,1,9,2,18.2%,1.0,2023,14
Tre Brown,SEA,0,6,4,66.7%,88.0,22.0,14.7,0.0,109.7,12.3,53.0,35.0,0,0,0,0.0,0,6,2,25.0%,1.0,2023,14
Michael Jackson,SEA,0,2,2,100.0%,31.0,15.5,15.5,0.0,118.7,13.0,26.0,5.0,0,0,0,0.0,0,1,0,0.0%,1.0,2023,14
Jordyn Brooks,SEA,0,2,2,100.0%,21.0,10.5,10.5,0.0,110.4,3.0,6.0,15.0,1,0,0,0.0,0,12,1,7.7%,1.0,2023,14
Bobby Wagner,SEA,0,2,2,100.0%,24.0,12.0,12.0,0.0,116.7,7.5,15.0,9.0,3,0,0,0.0,0,18,1,5.3%,1.0,2023,14
Darrell Taylor,SEA,0,1,1,100.0%,12.0,12.0,12.0,0.0,116.7,11.0,11.0,1.0,0,1,0,0.0,1,1,0,0.0%,1.0,2023,14
Artie Burns,SEA,0,2,1,50.0%,11.0,11.0,5.5,0.0,66.7,13.5,11.0,0.0,0,0,0,0.0,0,1,0,0.0%,1.0,2023,14
Riq Woolen,SEA,0,2,1,50.0%,5.0,5.0,2.5,0.0,56.2,19.0,5.0,0.0,1,0,0,0.0,0,2,1,33.3%,1.0,2023,14
Jarran Reed,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%,1.0,2023,14
Uchenna Nwosu,SEA,0,0,0,,,,,,,,,,2,0,0,0.0,0,3,0,0.0%,1.0,2023,14
Mike Morris,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%,1.0,2023,14
Boye Mafe,SEA,0,0,0,,,,,,,,,,1,0,0,0.0,0,5,0,0.0%,1.0,2023,14
Devin Bush Jr.,SEA,0,2,0,0.0%,,,0.0,,39.6,4.5,,,1,0,0,0.0,0,1,0,0.0%,1.0,2023,14
Quandre Diggs,SEA,0,2,0,0.0%,,,0.0,,39.6,28.0,,,0,0,0,0.0,0,3,0,0.0%,1.0,2023,14
