Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Josh Allen,BUF,29,41,236,11.0,23.9,337,8.2,104,3.6,2.5,132,4.6,0,0.0%,7,17.9%,5,11,2,4,11,22.0%,4,8.5,1.0,2023,16
Zach Wilson,NYJ,14,21,140,7.0,30.4,96,4.6,48,3.4,2.3,92,6.6,0,0.0%,3,16.7%,2,3,3,3,8,33.3%,1,6.0,1.0,2023,16
Aaron Rodgers,NYJ,0,1,0,,,17,17.0,0,,0.0,0,,0,0.0%,0,0.0%,1,0,1,1,3,150.0%,0,,1.0,2023,16
