Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Bryce Young,CAR,20,38,146,1,2,2,19,14,48.8,1.0,2023,2
Miles Sanders,CAR,0,0,0,0,0,0,0,0,,1.0,2023,2
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,1.0,2023,2
Laviska Shenault Jr.,CAR,0,0,0,0,0,0,0,0,,1.0,2023,2
Hayden Hurst,CAR,0,0,0,0,0,0,0,0,,1.0,2023,2
Terrace Marshall Jr.,CAR,0,0,0,0,0,0,0,0,,1.0,2023,2
Jonathan Mingo,CAR,0,0,0,0,0,0,0,0,,1.0,2023,2
Adam Thielen,CAR,0,0,0,0,0,0,0,0,,1.0,2023,2
Giovanni Ricci,CAR,0,0,0,0,0,0,0,0,,1.0,2023,2
Desmond Ridder,ATL,15,18,115,1,0,4,24,34,111.8,1.0,2023,2
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,1.0,2023,2
Bijan Robinson,ATL,0,0,0,0,0,0,0,0,,1.0,2023,2
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,1.0,2023,2
Mack Hollins,ATL,0,0,0,0,0,0,0,0,,1.0,2023,2
Drake London,ATL,0,0,0,0,0,0,0,0,,1.0,2023,2
