Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Ryan Tannehill,TEN,0,0,0,0,0,1.0,2023,8
Derrick Henry,TEN,3,2,56,0,46,1.0,2023,8
Tyjae Spears,TEN,4,1,1,0,1,1.0,2023,8
Treylon Burks,TEN,3,2,18,0,14,1.0,2023,8
DeAndre Hopkins,TEN,13,7,65,0,16,1.0,2023,8
Nick Westbrook-Ikhine,TEN,7,4,58,0,24,1.0,2023,8
Chigoziem Okonkwo,TEN,2,0,0,0,0,1.0,2023,8
Chris Moore,TEN,1,0,0,0,0,1.0,2023,8
Derek Carr,NOR,0,0,0,0,0,1.0,2023,8
Jamaal Williams,NOR,2,2,7,0,5,1.0,2023,8
Rashid Shaheed,NOR,6,5,89,1,41,1.0,2023,8
Tony Jones,NOR,0,0,0,0,0,1.0,2023,8
Taysom Hill,NOR,1,0,0,0,0,1.0,2023,8
Chris Olave,NOR,10,8,112,0,45,1.0,2023,8
Michael Thomas,NOR,8,5,61,0,25,1.0,2023,8
Juwan Johnson,NOR,5,3,36,0,27,1.0,2023,8
Keith Kirkwood,NOR,1,0,0,0,0,1.0,2023,8
