Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Dolphins,2.0,26.53,32.25,-5.39,-8.46,-18.83,-5.66,-13.83,0.0,-3.22,-4.27,4.27,0.11,-0.83,-2.5,1.0,2023,12
Chargers,-2.0,18.83,5.66,13.83,0.0,-26.53,-32.25,5.39,8.46,3.22,-4.27,4.27,0.83,-0.11,2.5,1.0,2023,12
