Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Jalen Hurts,PHI,0,0,0,0,0,1.0,2023,13
Kenneth Gainwell,PHI,4,4,20,0,8,1.0,2023,13
Boston Scott,PHI,1,1,7,0,7,1.0,2023,13
D'Andre Swift,PHI,2,1,0,0,0,1.0,2023,13
A.J. Brown,PHI,10,7,79,0,23,1.0,2023,13
DeVonta Smith,PHI,10,7,47,1,13,1.0,2023,13
Quez Watkins,PHI,2,2,17,0,9,1.0,2023,13
Dallas Goedert,PHI,1,0,0,0,0,1.0,2023,13
Mac Jones,NWE,0,0,0,0,0,1.0,2023,13
Ezekiel Elliott,NWE,7,5,14,0,6,1.0,2023,13
Rhamondre Stevenson,NWE,6,6,64,0,32,1.0,2023,13
Ty Montgomery,NWE,3,2,9,0,11,1.0,2023,13
Kendrick Bourne,NWE,11,6,64,2,19,1.0,2023,13
Hunter Henry,NWE,6,5,56,1,13,1.0,2023,13
Demario Douglas,NWE,7,4,40,0,23,1.0,2023,13
Mike Gesicki,NWE,3,3,36,0,17,1.0,2023,13
JuJu Smith-Schuster,NWE,7,4,33,0,15,1.0,2023,13
Kayshon Boutte,NWE,4,0,0,0,0,1.0,2023,13
