Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Trevor Lawrence,JAX,24,32,241,2,1,2,4,29,103.8,1.0,2023,4
Travis Etienne,JAX,0,0,0,0,0,0,0,0,,1.0,2023,4
Tank Bigsby,JAX,0,0,0,0,0,0,0,0,,1.0,2023,4
Calvin Ridley,JAX,0,0,0,0,0,0,0,0,,1.0,2023,4
Zay Jones,JAX,0,0,0,0,0,0,0,0,,1.0,2023,4
Evan Engram,JAX,0,0,0,0,0,0,0,0,,1.0,2023,4
Christian Kirk,JAX,0,0,0,0,0,0,0,0,,1.0,2023,4
Jamal Agnew,JAX,0,0,0,0,0,0,0,0,,1.0,2023,4
D'Ernest Johnson,JAX,0,0,0,0,0,0,0,0,,1.0,2023,4
Anthony Richardson,IND,24,37,223,1,1,4,8,39,79.0,1.0,2023,4
Gardner Minshew II,IND,0,2,0,0,0,0,0,0,39.6,1.0,2023,4
Deon Jackson,IND,0,0,0,0,0,0,0,0,,1.0,2023,4
Jake Funk,IND,0,0,0,0,0,0,0,0,,1.0,2023,4
Evan Hull,IND,0,0,0,0,0,0,0,0,,1.0,2023,4
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,1.0,2023,4
Kylen Granson,IND,0,0,0,0,0,0,0,0,,1.0,2023,4
Josh Downs,IND,0,0,0,0,0,0,0,0,,1.0,2023,4
Andrew Ogletree,IND,0,0,0,0,0,0,0,0,,1.0,2023,4
Alec Pierce,IND,0,0,0,0,0,0,0,0,,1.0,2023,4
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,1.0,2023,4
