Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Jets won the coin toss and deferred, Bills to receive the opening kickoff.",,,1.0,2023,16
1,15:00,,,NYJ 35,0.0,0.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,16
1,15:00,1.0,10.0,BUF 25,0.0,0.0,Josh Allen pass complete short right to Stefon Diggs for 7 yards (tackle by Sauce Gardner),0.61,1.01,1.0,2023,16
1,14:34,2.0,3.0,BUF 32,0.0,0.0,Josh Allen pass complete short left to Deonte Harty for 5 yards (tackle by Quincy Williams),1.01,1.4,1.0,2023,16
1,13:58,1.0,10.0,BUF 37,0.0,0.0,James Cook up the middle for 3 yards (tackle by Jermaine Johnson and John Franklin-Myers),1.4,1.26,1.0,2023,16
1,13:25,2.0,7.0,BUF 40,0.0,0.0,James Cook up the middle for 2 yards (tackle by John Franklin-Myers and Quinnen Williams),1.26,0.83,1.0,2023,16
1,12:39,3.0,5.0,BUF 42,0.0,0.0,Josh Allen pass incomplete short left intended for Stefon Diggs,0.83,-0.59,1.0,2023,16
1,12:31,4.0,5.0,BUF 42,0.0,0.0,"Sam Martin punts 46 yards, fair catch by Xavier Gipson at NYJ-12",-0.59,0.35,1.0,2023,16
1,12:30,1.0,10.0,NYJ 12,0.0,0.0,Breece Hall left tackle for 26 yards (tackle by Micah Hyde),-0.35,1.47,1.0,2023,16
1,11:53,1.0,10.0,NYJ 38,0.0,0.0,Aaron Rodgers pass incomplete deep right,1.47,0.92,1.0,2023,16
1,11:48,2.0,10.0,NYJ 38,0.0,0.0,"Aaron Rodgers pass incomplete short right intended for Tyler Conklin. Penalty on Terrel Bernard: Defensive Holding, 5 yards (accepted) (no play)",0.92,1.8,1.0,2023,16
1,11:40,1.0,10.0,NYJ 43,0.0,0.0,Aaron Rodgers sacked by Leonard Floyd for -10 yards,1.8,-0.1,1.0,2023,16
1,10:56,2.0,20.0,NYJ 33,0.0,0.0,Zach Wilson pass complete short left to Garrett Wilson for 7 yards (tackle by Matt Milano and Micah Hyde),-0.1,0.17,1.0,2023,16
1,10:15,3.0,13.0,NYJ 40,0.0,0.0,Zach Wilson pass complete short left to Michael Carter for 6 yards (tackle by Micah Hyde and Matt Milano),0.17,-0.32,1.0,2023,16
1,9:38,4.0,7.0,NYJ 46,0.0,0.0,Thomas Morstead punts 31 yards out of bounds,-0.32,-0.54,1.0,2023,16
1,9:24,1.0,10.0,BUF 24,0.0,0.0,"Penalty on Dawson Knox: False Start, 5 yards (accepted) (no play)",0.54,0.0,1.0,2023,16
1,9:24,1.0,15.0,BUF 18,0.0,0.0,James Cook right tackle for 5 yards (tackle by Quincy Williams),0.0,-0.07,1.0,2023,16
1,8:51,2.0,10.0,BUF 23,0.0,0.0,Josh Allen pass complete short right to Deonte Harty for 1 yard (tackle by C.J. Mosley),-0.07,-0.69,1.0,2023,16
1,8:19,3.0,10.0,BUF 24,0.0,0.0,Josh Allen scrambles up the middle for 14 yards (tackle by D.J. Reed),-0.69,1.47,1.0,2023,16
1,7:25,1.0,10.0,BUF 38,0.0,0.0,Josh Allen pass complete short left to Deonte Harty for 3 yards (tackle by Adrian Amos),1.47,1.33,1.0,2023,16
1,6:49,2.0,7.0,BUF 41,0.0,0.0,James Cook up the middle for 8 yards (tackle by D.J. Reed),1.33,2.19,1.0,2023,16
1,6:21,1.0,10.0,BUF 49,0.0,0.0,Josh Allen pass complete short left to Dawson Knox for 6 yards (tackle by D.J. Reed),2.19,2.46,1.0,2023,16
1,5:44,2.0,4.0,NYJ 45,0.0,0.0,Josh Allen pass complete short right to Stefon Diggs for 15 yards (tackle by Adrian Amos),2.46,3.58,1.0,2023,16
1,5:08,1.0,10.0,NYJ 30,0.0,0.0,Josh Allen sacked by John Franklin-Myers for -9 yards,3.58,1.82,1.0,2023,16
1,4:29,2.0,19.0,NYJ 39,0.0,0.0,Josh Allen pass complete short right to Dawson Knox for 4 yards (tackle by Quinnen Williams and Michael Carter),1.82,1.68,1.0,2023,16
1,3:59,3.0,15.0,NYJ 35,0.0,0.0,Josh Allen pass complete short left to Damien Harris for 13 yards (tackle by Quincy Williams),1.68,2.12,1.0,2023,16
1,3:09,4.0,2.0,NYJ 22,3.0,0.0,Tyler Bass 40 yard field goal good,2.12,3.0,1.0,2023,16
1,3:05,,,BUF 35,3.0,0.0,"Tyler Bass kicks off 61 yards, returned by Xavier Gipson for 18 yards (tackle by Taylor Rapp)",0.0,0.41,1.0,2023,16
1,3:01,1.0,10.0,NYJ 22,3.0,0.0,"Zach Wilson pass incomplete short right. Penalty on Mekhi Becton: Ineligible Downfield Pass, 5 yards (declined)",0.41,-0.13,1.0,2023,16
1,2:58,2.0,10.0,NYJ 22,3.0,0.0,"Penalty on Laken Tomlinson: False Start, 5 yards (accepted) (no play)",-0.13,-0.94,1.0,2023,16
1,2:58,2.0,15.0,NYJ 17,3.0,0.0,Zach Wilson pass complete short left to Dalvin Cook for 4 yards (tackle by Micah Hyde and Matt Milano),-0.94,-0.96,1.0,2023,16
