0,1,week,year,game_id
Won Toss,Titans (deferred),1.0,2023,8
Roof,dome,1.0,2023,8
Surface,sportturf,1.0,2023,8
Duration,3:17,1.0,2023,8
Attendance,70024,1.0,2023,8
Vegas Line,New Orleans Saints -3.0,1.0,2023,8
Over/Under,41.5 (under),1.0,2023,8
