Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA,week,year,game_id
1,0:32,2.0,6.0,CAR 46,3.0,3.0,Bryce Young pass complete short right to Adam Thielen for 4 yards (tackle by DeAundre Alford),1.73,1.55,18.0,2024,259
2,15:00,3.0,2.0,ATL 50,3.0,3.0,Mike Boone left tackle for 6 yards (tackle by Nathan Landman),1.55,2.65,18.0,2024,259
2,14:23,1.0,10.0,ATL 44,3.0,3.0,Bryce Young pass incomplete deep right intended for Miles Sanders,2.65,2.11,18.0,2024,259
2,14:18,2.0,10.0,ATL 44,3.0,3.0,Bryce Young pass complete short left to Xavier Legette for 10 yards (tackle by Justin Simmons),2.11,3.31,18.0,2024,259
2,13:40,1.0,10.0,ATL 34,3.0,3.0,Miles Sanders right guard for 8 yards (tackle by DeAundre Alford),3.31,3.85,18.0,2024,259
2,13:04,2.0,2.0,ATL 26,3.0,3.0,Bryce Young pass complete short right to Ja'Tavion Sanders for 5 yards (tackle by Zach Harrison),3.85,4.17,18.0,2024,259
2,12:20,1.0,10.0,ATL 21,3.0,3.0,Bryce Young pass incomplete short left intended for Ja'Tavion Sanders,4.17,3.63,18.0,2024,259
2,12:15,2.0,10.0,ATL 21,3.0,3.0,Miles Sanders left guard for 4 yards (tackle by Nathan Landman and Matt Judon),3.63,3.46,18.0,2024,259
2,11:35,3.0,6.0,ATL 17,3.0,3.0,Bryce Young pass complete short right to Xavier Legette for 15 yards (tackle by Clark Phillips),3.46,6.74,18.0,2024,259
2,10:53,1.0,2.0,ATL 2,9.0,3.0,"Bryce Young scrambles right guard for 2 yards, touchdown",6.74,7.0,18.0,2024,259
2,10:47,,,ATL 15,10.0,3.0,Eddy Piñeiro kicks extra point good,0.0,0.0,18.0,2024,259
2,10:47,,,CAR 35,10.0,3.0,"Eddy Piñeiro kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,259
2,10:47,1.0,10.0,ATL 30,10.0,3.0,Bijan Robinson left end for 4 yards (tackle by D.J. Wonnum),0.94,0.93,18.0,2024,259
2,10:07,2.0,6.0,ATL 34,10.0,3.0,Michael Penix pass complete short left to Ray-Ray McCloud for 7 yards (tackle by Akayleb Evans),0.93,1.66,18.0,2024,259
2,9:43,1.0,10.0,ATL 41,10.0,3.0,Michael Penix pass incomplete short right intended for Bijan Robinson,1.66,1.12,18.0,2024,259
2,9:37,2.0,10.0,ATL 41,10.0,3.0,Michael Penix pass complete short left to Drake London for 24 yards (tackle by Chandler Wooten),1.12,3.25,18.0,2024,259
2,9:11,1.0,10.0,CAR 35,10.0,3.0,Bijan Robinson right end for 15 yards (tackle by Kenny Dyson and Xavier Woods),3.25,4.24,18.0,2024,259
2,8:21,1.0,10.0,CAR 20,10.0,3.0,Bijan Robinson left end for 9 yards (tackle by Jordan Fuller and Shy Tuttle),4.24,5.26,18.0,2024,259
2,7:47,2.0,1.0,CAR 11,10.0,3.0,Bijan Robinson left tackle for 2 yards (tackle by DeShawn Williams),5.26,5.14,18.0,2024,259
2,7:06,1.0,9.0,CAR 9,10.0,3.0,Bijan Robinson left end for 6 yards (tackle by Cam Gill and Jordan Fuller),5.14,5.53,18.0,2024,259
2,6:26,2.0,3.0,CAR 3,10.0,3.0,Bijan Robinson left tackle for -2 yards (tackle by Demani Richardson),5.53,4.26,18.0,2024,259
2,5:34,3.0,5.0,CAR 5,10.0,9.0,"Michael Penix scrambles left end for 5 yards, touchdown",4.26,7.0,18.0,2024,259
2,5:27,,,CAR 15,10.0,10.0,Riley Patterson kicks extra point good,0.0,0.0,18.0,2024,259
2,5:27,,,ATL 35,10.0,10.0,"Penalty on A'Shawn Robinson: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.0,0.0,18.0,2024,259
2,5:27,,,ATL 50,10.0,10.0,"Bradley Pinion kicks off 25 yards, out of bounds. Penalty on Bradley Pinion: Kickoff Out of Bounds (accepted)",0.0,0.61,18.0,2024,259
2,5:27,1.0,10.0,CAR 25,10.0,10.0,Raheem Blackshear left tackle for 4 yards (tackle by Kentavius Street),0.61,0.6,18.0,2024,259
2,5:00,2.0,6.0,CAR 29,10.0,10.0,Bryce Young pass complete short middle to Feleipe Franks for 12 yards (tackle by Nathan Landman),0.6,1.66,18.0,2024,259
2,4:18,1.0,10.0,CAR 41,10.0,10.0,Raheem Blackshear left guard for 26 yards (tackle by AJ Terrell and David Onyemata),1.66,3.38,18.0,2024,259
2,3:42,1.0,10.0,ATL 33,10.0,10.0,Raheem Blackshear left guard for no gain (tackle by Demone Harris),3.38,2.84,18.0,2024,259
2,2:55,2.0,10.0,ATL 33,16.0,10.0,"Bryce Young pass complete deep left to Miles Sanders for 33 yards, touchdown",2.84,7.0,18.0,2024,259
2,2:48,,,ATL 15,17.0,10.0,Eddy Piñeiro kicks extra point good,0.0,0.0,18.0,2024,259
2,2:48,,,CAR 35,17.0,10.0,"Eddy Piñeiro kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,259
2,2:48,1.0,10.0,ATL 30,17.0,10.0,Michael Penix pass complete short middle to Drake London for 9 yards (tackle by Caleb Farley),0.94,1.61,18.0,2024,259
2,2:21,2.0,1.0,ATL 39,17.0,10.0,Michael Penix pass complete short middle to Kyle Pitts for 9 yards (tackle by Chandler Wooten),1.61,2.13,18.0,2024,259
2,2:03,1.0,10.0,ATL 48,17.0,10.0,Michael Penix pass complete deep left to Drake London for 26 yards,2.13,3.84,18.0,2024,259
2,1:55,1.0,10.0,CAR 26,17.0,10.0,Bijan Robinson right tackle for 20 yards (tackle by Shemar Bartholomew and Xavier Woods),3.84,5.83,18.0,2024,259
2,1:46,,,,,,Timeout #1 by Carolina Panthers,,,18.0,2024,259
2,1:46,1.0,6.0,CAR 6,17.0,10.0,Bijan Robinson right end for 3 yards (tackle by Caleb Farley),5.83,5.53,18.0,2024,259
2,1:39,2.0,3.0,CAR 3,17.0,16.0,"Bijan Robinson left end for 3 yards, touchdown",5.53,7.0,18.0,2024,259
2,1:34,,,CAR 15,17.0,17.0,Riley Patterson kicks extra point good,0.0,0.0,18.0,2024,259
2,1:34,,,ATL 35,17.0,17.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,259
2,1:34,1.0,10.0,CAR 30,17.0,17.0,Miles Sanders right tackle for 5 yards (tackle by Arnold Ebiketie),0.94,1.07,18.0,2024,259
2,1:11,2.0,5.0,CAR 35,17.0,17.0,"Bryce Young pass complete short right to Miles Sanders for -2 yards. Miles Sanders fumbles, ball out of bounds at CAR-33 (forced by Clark Phillips). Miles Sanders fumbles out of bounds",1.07,0.1,18.0,2024,259
2,0:59,,,,,,Timeout #1 by Atlanta Falcons,,,18.0,2024,259
2,0:59,3.0,7.0,CAR 33,17.0,17.0,"Bryce Young sacked by Arnold Ebiketie for no gain. Penalty on Matt Judon: Defensive Offside, 5 yards (accepted) (no play)",0.1,0.76,18.0,2024,259
2,0:53,3.0,2.0,CAR 38,17.0,17.0,Bryce Young pass complete short left to Mike Boone for -2 yards (tackle by Richie Grant),0.76,-0.98,18.0,2024,259
2,0:47,4.0,4.0,CAR 36,17.0,17.0,"Johnny Hekker punts 45 yards, fair catch by Avery Williams at ATL-19",-0.98,-0.15,18.0,2024,259
2,0:40,1.0,10.0,ATL 19,17.0,17.0,Michael Penix pass complete deep right to Drake London for 19 yards (tackle by Demani Richardson),0.15,1.47,18.0,2024,259
2,0:34,,,,,,Timeout #2 by Atlanta Falcons,,,18.0,2024,259
2,0:34,1.0,10.0,ATL 38,17.0,17.0,Michael Penix pass incomplete deep right intended for Drake London,1.47,0.92,18.0,2024,259
2,0:30,2.0,10.0,ATL 38,17.0,17.0,Michael Penix pass incomplete short right intended for Bijan Robinson (defended by Shemar Bartholomew),0.92,0.23,18.0,2024,259
2,0:22,3.0,10.0,ATL 38,17.0,17.0,Michael Penix pass complete deep left to Ray-Ray McCloud for 42 yards (tackle by Michael Jackson),0.23,4.24,18.0,2024,259
2,0:12,,,,,,Timeout #3 by Atlanta Falcons,,,18.0,2024,259
2,0:12,1.0,10.0,CAR 20,17.0,17.0,Michael Penix pass incomplete deep left intended for Drake London (defended by Shemar Bartholomew),4.24,3.69,18.0,2024,259
2,0:08,2.0,10.0,CAR 20,17.0,23.0,"Michael Penix pass complete deep left to Drake London for 20 yards, touchdown",3.69,7.0,18.0,2024,259
2,0:03,,,CAR 15,17.0,23.0,"Penalty on Drake London: Taunting / Offense, 15 yards (accepted) (no play)",0.0,0.0,18.0,2024,259
2,0:03,,,CAR 30,17.0,24.0,Riley Patterson kicks extra point good,0.0,0.0,18.0,2024,259
2,0:03,,,ATL 35,17.0,24.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,259
2,0:03,1.0,10.0,CAR 30,17.0,24.0,Bryce Young kneels for -1 yards,0.94,0.26,18.0,2024,259
3,15:00,,,ATL 35,17.0,24.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,259
3,15:00,1.0,10.0,CAR 30,17.0,24.0,Bryce Young pass complete short left to Jalen Coker for no gain (tackle by AJ Terrell),0.94,0.39,18.0,2024,259
3,14:25,2.0,10.0,CAR 30,17.0,24.0,Miles Sanders left tackle for 5 yards (tackle by Justin Simmons and Clark Phillips),0.39,0.37,18.0,2024,259
3,13:44,3.0,5.0,CAR 35,17.0,24.0,Bryce Young pass incomplete short right intended for Xavier Legette (defended by Clark Phillips),0.37,-1.04,18.0,2024,259
3,13:39,4.0,5.0,CAR 35,17.0,24.0,Johnny Hekker punts 53 yards downed by Thomas Incoom,-1.04,0.35,18.0,2024,259
3,13:28,1.0,10.0,ATL 12,17.0,24.0,Bijan Robinson right tackle for 9 yards (tackle by Caleb Farley),-0.35,0.42,18.0,2024,259
3,12:53,2.0,1.0,ATL 21,17.0,24.0,Bijan Robinson right end for 6 yards (tackle by Cam Gill),0.42,0.74,18.0,2024,259
3,12:16,1.0,10.0,ATL 27,17.0,24.0,Michael Penix pass short left intended for Ray-Ray McCloud is intercepted by Michael Jackson at ATL-40 and returned for 19 yards (tackle by Charlie Woerner),0.74,-4.17,18.0,2024,259
3,12:04,1.0,10.0,ATL 21,17.0,24.0,Bryce Young pass incomplete deep middle intended for Adam Thielen (defended by DeAundre Alford),4.17,3.63,18.0,2024,259
3,11:57,2.0,10.0,ATL 21,17.0,24.0,Miles Sanders left guard for 1 yard (tackle by David Onyemata),3.63,3.07,18.0,2024,259
3,11:19,3.0,9.0,ATL 20,17.0,24.0,"Bryce Young pass complete short left to Adam Thielen for 8 yards ATL challenged the pass completion ruling, and the play was upheld.",3.07,2.78,18.0,2024,259
3,10:47,4.0,1.0,ATL 12,23.0,24.0,"Bryce Young pass complete short middle to Tommy Tremble for 12 yards, touchdown",2.78,7.0,18.0,2024,259
3,10:43,,,ATL 15,24.0,24.0,Eddy Piñeiro kicks extra point good,0.0,0.0,18.0,2024,259
3,10:43,,,CAR 35,24.0,24.0,"Eddy Piñeiro kicks off 55 yards, returned by Natrone Brooks for 22 yards (tackle by Kenny Dyson)",0.0,1.07,18.0,2024,259
3,10:36,1.0,10.0,ATL 32,24.0,24.0,Tyler Allgeier right end for 6 yards (tackle by Shy Tuttle),1.07,1.34,18.0,2024,259
3,10:02,2.0,4.0,ATL 38,24.0,24.0,Tyler Allgeier left end for 3 yards (tackle by Chandler Wooten),1.34,1.03,18.0,2024,259
3,9:27,3.0,1.0,ATL 41,24.0,24.0,Tyler Allgeier right end for 17 yards (tackle by Jordan Fuller),1.03,2.79,18.0,2024,259
3,8:54,1.0,10.0,CAR 42,24.0,24.0,Tyler Allgeier right end for 11 yards (tackle by Jaden Crumedy and D.J. Wonnum),2.79,3.51,18.0,2024,259
3,8:16,1.0,10.0,CAR 31,24.0,24.0,Tyler Allgeier left guard for 1 yard (tackle by Jaden Crumedy and Sam Roberts),3.51,3.1,18.0,2024,259
3,7:40,2.0,9.0,CAR 30,24.0,24.0,Michael Penix pass complete short left to Bijan Robinson for -2 yards (tackle by Shemar Bartholomew),3.1,2.15,18.0,2024,259
3,6:58,3.0,11.0,CAR 32,24.0,24.0,Michael Penix sacked by Jadeveon Clowney for -2 yards,2.15,1.06,18.0,2024,259
3,6:18,4.0,13.0,CAR 34,24.0,24.0,Riley Patterson 52 yard field goal no good,1.06,-1.73,18.0,2024,259
3,6:13,1.0,10.0,CAR 42,24.0,24.0,Miles Sanders left guard for 7 yards (tackle by Ruke Orhorhoro and Nathan Landman),1.73,2.13,18.0,2024,259
3,5:34,2.0,3.0,CAR 49,24.0,24.0,Bryce Young scrambles left end for 11 yards (tackle by Justin Simmons),2.13,2.92,18.0,2024,259
3,4:48,,,,,,Timeout #1 by Carolina Panthers,,,18.0,2024,259
3,4:48,1.0,10.0,ATL 40,24.0,24.0,Bryce Young pass incomplete short right intended for Tommy Tremble,2.92,2.37,18.0,2024,259
3,4:43,2.0,10.0,ATL 40,24.0,24.0,Miles Sanders right guard for 2 yards (tackle by Kaden Elliss and Nathan Landman),2.37,1.95,18.0,2024,259
3,3:59,3.0,8.0,ATL 38,24.0,24.0,Bryce Young pass complete short middle to Jalen Coker for 14 yards (tackle by DeAundre Alford),1.95,3.97,18.0,2024,259
3,3:22,1.0,10.0,ATL 24,24.0,24.0,Miles Sanders right guard for 6 yards (tackle by Arnold Ebiketie),3.97,4.29,18.0,2024,259
3,2:38,2.0,4.0,ATL 18,24.0,24.0,Miles Sanders right tackle for 7 yards (tackle by DeAundre Alford and AJ Terrell),4.29,4.84,18.0,2024,259
3,1:56,1.0,10.0,ATL 11,24.0,24.0,Bryce Young scrambles right guard for 2 yards (tackle by Ruke Orhorhoro),4.84,4.51,18.0,2024,259
3,1:06,2.0,8.0,ATL 9,30.0,24.0,"Bryce Young pass complete short right to David Moore for 9 yards, touchdown",4.51,7.0,18.0,2024,259
3,1:02,,,ATL 15,31.0,24.0,Eddy Piñeiro kicks extra point good,0.0,0.0,18.0,2024,259
3,1:02,,,CAR 35,31.0,24.0,"Eddy Piñeiro kicks off 66 yards, returned by Avery Williams for 27 yards (tackle by Thomas Incoom)",0.0,0.67,18.0,2024,259
3,0:57,1.0,10.0,ATL 26,31.0,24.0,Michael Penix pass complete deep left to Drake London for 39 yards (tackle by Demani Richardson and Jordan Fuller),0.67,3.25,18.0,2024,259
3,0:18,1.0,10.0,CAR 35,31.0,24.0,Bijan Robinson left end for 3 yards (tackle by Jaden Crumedy),3.25,3.11,18.0,2024,259
4,15:00,2.0,7.0,CAR 32,31.0,24.0,Bijan Robinson right tackle for 5 yards (tackle by Xavier Woods),3.11,3.07,18.0,2024,259
4,14:19,3.0,2.0,CAR 27,31.0,24.0,Bijan Robinson right end for 6 yards (tackle by Jordan Fuller and Shy Tuttle),3.07,4.17,18.0,2024,259
4,13:49,1.0,10.0,CAR 21,31.0,24.0,"Bijan Robinson left end for no gain (tackle by DeShawn Williams). Penalty on Drake London: Offensive Holding, 10 yards (accepted) (no play)",4.17,3.51,18.0,2024,259
4,13:04,1.0,20.0,CAR 31,31.0,24.0,Michael Penix pass incomplete short left intended for Ray-Ray McCloud (defended by Dane Jackson),3.51,2.28,18.0,2024,259
4,12:59,2.0,20.0,CAR 31,31.0,24.0,Michael Penix pass complete short middle to Tyler Allgeier for 11 yards (tackle by Demani Richardson and DeShawn Williams),2.28,3.07,18.0,2024,259
4,12:12,3.0,9.0,CAR 20,31.0,24.0,Michael Penix pass complete short left to Ray-Ray McCloud for 8 yards (tackle by Shemar Bartholomew),3.07,2.78,18.0,2024,259
4,11:35,4.0,1.0,CAR 12,31.0,24.0,Bijan Robinson right end for 1 yard (tackle by Jadeveon Clowney and Demani Richardson),2.78,4.84,18.0,2024,259
4,10:53,1.0,10.0,CAR 11,31.0,24.0,"Penalty on Matthew Bergeron: False Start, 5 yards (accepted) (no play)",4.84,4.34,18.0,2024,259
4,10:26,1.0,15.0,CAR 16,31.0,24.0,Michael Penix pass complete short left to Bijan Robinson for 5 yards (tackle by Caleb Farley),4.34,4.14,18.0,2024,259
4,10:04,2.0,10.0,CAR 11,31.0,24.0,"Michael Penix pass incomplete short left. Penalty on Drew Dalman: Offensive Holding, 10 yards (accepted) (no play)",4.14,2.94,18.0,2024,259
4,9:59,2.0,20.0,CAR 21,31.0,24.0,Michael Penix pass incomplete short right intended for Kyle Pitts (defended by Jadeveon Clowney),2.94,2.28,18.0,2024,259
4,9:55,3.0,20.0,CAR 21,31.0,30.0,"Michael Penix pass complete deep middle to Drake London for 21 yards, touchdown",2.28,7.0,18.0,2024,259
4,9:50,,,CAR 15,31.0,31.0,Riley Patterson kicks extra point good,0.0,0.0,18.0,2024,259
4,9:50,,,ATL 35,31.0,31.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,259
4,9:50,1.0,10.0,CAR 30,31.0,31.0,Mike Boone right guard for 4 yards (tackle by Kaden Elliss),0.94,0.93,18.0,2024,259
4,9:10,2.0,6.0,CAR 34,31.0,31.0,Bryce Young pass complete short right to Jalen Coker for 9 yards (tackle by Kaden Elliss),0.93,1.8,18.0,2024,259
4,8:26,1.0,10.0,CAR 43,31.0,31.0,Bryce Young pass complete short left to Jalen Coker for 7 yards (tackle by DeAundre Alford),1.8,2.2,18.0,2024,259
4,7:38,2.0,3.0,ATL 50,31.0,31.0,Mike Boone right guard for 1 yard (tackle by Kaden Elliss and Nathan Landman),2.2,1.62,18.0,2024,259
4,7:07,3.0,2.0,ATL 49,31.0,31.0,Raheem Blackshear left guard for 17 yards (tackle by Justin Simmons and Zach Harrison),1.62,3.45,18.0,2024,259
4,6:20,1.0,10.0,ATL 32,31.0,31.0,"Adam Thielen pass incomplete deep right intended for David Moore. Penalty on David Moore: Offensive Facemask, 15 yards (accepted) (no play)",3.45,2.46,18.0,2024,259
4,6:15,1.0,25.0,ATL 47,31.0,31.0,Bryce Young pass complete deep right to Ja'Tavion Sanders for 28 yards (tackle by Jessie Bates),2.46,4.31,18.0,2024,259
4,5:34,1.0,10.0,ATL 19,31.0,31.0,Mike Boone left guard for 7 yards (tackle by DeAundre Alford),4.31,4.92,18.0,2024,259
4,4:48,2.0,3.0,ATL 12,31.0,31.0,Bryce Young pass complete short left to Ja'Tavion Sanders for 2 yards (tackle by Kaden Elliss and Ruke Orhorhoro),4.92,4.69,18.0,2024,259
4,4:09,3.0,1.0,ATL 10,37.0,31.0,"Bryce Young scrambles right end for 10 yards, touchdown",4.69,7.0,18.0,2024,259
4,4:01,,,ATL 15,38.0,31.0,Eddy Piñeiro kicks extra point good,0.0,0.0,18.0,2024,259
4,4:01,,,CAR 35,38.0,31.0,"Eddy Piñeiro kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,259
4,4:01,1.0,10.0,ATL 30,38.0,31.0,Bijan Robinson right tackle for 12 yards (tackle by Demani Richardson),0.94,1.73,18.0,2024,259
4,3:27,1.0,10.0,ATL 42,38.0,31.0,Bijan Robinson right tackle for 9 yards (tackle by Chandler Wooten and Shy Tuttle),1.73,2.4,18.0,2024,259
4,2:57,2.0,1.0,CAR 49,38.0,31.0,Bijan Robinson right tackle for 5 yards (tackle by Cam Gill and Jaden Crumedy),2.4,2.65,18.0,2024,259
4,2:24,1.0,10.0,CAR 44,38.0,31.0,Michael Penix pass complete short right to Drake London for 9 yards (tackle by Cam Gill and Chandler Wooten),2.65,3.33,18.0,2024,259
4,2:06,2.0,1.0,CAR 35,38.0,31.0,Bijan Robinson left guard for 10 yards (tackle by Jaden Crumedy and Jordan Fuller),3.33,3.91,18.0,2024,259
4,2:00,1.0,10.0,CAR 25,38.0,31.0,Michael Penix pass incomplete short middle intended for Drake London (defended by Michael Jackson),3.91,3.36,18.0,2024,259
4,1:55,2.0,10.0,CAR 25,38.0,31.0,Michael Penix pass incomplete deep left intended for Drake London,3.36,2.68,18.0,2024,259
4,1:51,3.0,10.0,CAR 25,38.0,31.0,Michael Penix pass complete short right to Drake London for 11 yards (tackle by Demani Richardson),2.68,4.65,18.0,2024,259
4,1:26,1.0,10.0,CAR 14,38.0,31.0,Michael Penix pass complete short right to Kyle Pitts for 6 yards (tackle by Xavier Woods),4.65,5.09,18.0,2024,259
4,1:17,2.0,4.0,CAR 8,38.0,31.0,Bijan Robinson right guard for 4 yards (tackle by Chandler Wooten and Jordan Fuller),5.09,6.28,18.0,2024,259
4,0:52,1.0,4.0,CAR 4,38.0,37.0,"Bijan Robinson left end for 4 yards, touchdown",6.28,7.0,18.0,2024,259
4,0:46,,,CAR 15,38.0,38.0,Riley Patterson kicks extra point good,0.0,0.0,18.0,2024,259
4,0:46,,,ATL 35,38.0,38.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,259
4,0:46,1.0,10.0,CAR 30,38.0,38.0,Bryce Young pass incomplete deep left intended for David Moore,0.94,0.39,18.0,2024,259
4,0:42,2.0,10.0,CAR 30,38.0,38.0,Bryce Young pass incomplete deep right intended for Ja'Tavion Sanders (defended by Richie Grant),0.39,-0.3,18.0,2024,259
4,0:35,3.0,10.0,CAR 30,38.0,38.0,Bryce Young pass incomplete short right intended for David Moore (defended by Clark Phillips),-0.3,-1.37,18.0,2024,259
4,0:30,4.0,10.0,CAR 30,38.0,38.0,"Johnny Hekker punts 57 yards, returned by Avery Williams for 9 yards (tackle by Feleipe Franks and Tommy Tremble). Penalty on Natrone Brooks: Offensive Holding, 10 yards (accepted)",-1.37,0.35,18.0,2024,259
4,0:17,,,,,,Timeout #2 by Carolina Panthers,,,18.0,2024,259
4,0:17,1.0,10.0,ATL 12,38.0,38.0,Bijan Robinson right guard for 13 yards (tackle by Michael Jackson and Dane Jackson),-0.35,0.0,18.0,2024,259
,,,,,,,"Panthers won the coin toss, Panthers to receive the overtime kickoff.",,,18.0,2024,259
OT,10:00,,,ATL 35,38.0,38.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,259
OT,10:00,1.0,10.0,CAR 30,38.0,38.0,Miles Sanders right tackle for 4 yards (tackle by Nathan Landman and Kaden Elliss),0.94,0.93,18.0,2024,259
