0,1,week,year,game_id
Won Toss,Panthers (deferred),18.0,2024,259
Won OT Toss,Panthers,18.0,2024,259
Roof,retractable roof (closed),18.0,2024,259
Surface,fieldturf,18.0,2024,259
Duration,3:21,18.0,2024,259
Attendance,69581,18.0,2024,259
Vegas Line,Atlanta Falcons -9.0,18.0,2024,259
Over/Under,48.0 (over),18.0,2024,259
