Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Wan'Dale Robinson,NYG,11,10,43,0,1.0,9,0.9,34,3.4,1.1,2,5.0,0,0.0,0,83.0,18.0,2024,266
Malik Nabers,NYG,8,5,64,1,2.0,31,6.2,33,6.6,6.8,1,5.0,0,0.0,0,127.1,18.0,2024,266
Daniel Bellinger,NYG,2,2,9,0,,1,0.5,8,4.0,0.5,0,,0,0.0,0,85.4,18.0,2024,266
Tyrone Tracy Jr.,NYG,2,2,7,0,0.0,-1,-0.5,8,4.0,-0.5,1,2.0,0,0.0,0,81.2,18.0,2024,266
Eric Gray,NYG,1,1,4,0,,0,0.0,4,4.0,0.0,0,,0,0.0,0,83.3,18.0,2024,266
Chris Manhertz,NYG,1,1,16,0,1.0,2,2.0,14,14.0,2.0,0,,0,0.0,0,118.7,18.0,2024,266
Devin Singletary,NYG,1,1,-5,0,0.0,-5,-5.0,0,0.0,-5.0,0,,0,0.0,0,79.2,18.0,2024,266
Jalin Hyatt,NYG,1,0,0,0,,0,,0,,29.0,0,,0,0.0,1,0.0,18.0,2024,266
Darius Slayton,NYG,1,0,0,0,,0,,0,,9.0,0,,0,0.0,0,39.6,18.0,2024,266
Jahan Dotson,PHI,11,7,94,0,6.0,74,10.6,20,2.9,9.9,0,,0,0.0,0,90.7,18.0,2024,266
Dallas Goedert,PHI,6,4,55,0,4.0,29,7.3,26,6.5,7.3,0,,0,0.0,0,95.8,18.0,2024,266
Ainias Smith,PHI,6,4,35,1,1.0,19,4.8,16,4.0,2.2,0,,0,0.0,0,121.5,18.0,2024,266
Will Shipley,PHI,4,4,35,0,2.0,7,1.8,28,7.0,1.8,0,,0,0.0,0,103.1,18.0,2024,266
Johnny Wilson,PHI,5,3,24,0,1.0,15,5.0,9,3.0,7.4,0,,0,0.0,0,72.1,18.0,2024,266
Kenneth Gainwell,PHI,4,2,9,0,,-1,-0.5,10,5.0,4.0,0,,0,0.0,0,56.2,18.0,2024,266
Grant Calcaterra,PHI,4,2,10,0,,6,3.0,4,2.0,3.5,0,,0,0.0,0,56.2,18.0,2024,266
E.J. Jenkins,PHI,1,1,7,1,1.0,4,4.0,3,3.0,4.0,0,,0,0.0,0,135.4,18.0,2024,266
