Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Joe Burrow,CIN,37,46,277,15,30.0,189,4.1,156,4.2,3.4,121,3.3,2,4.3%,2,4.3%,4,10,3,1,8,16.0%,0,,18.0,2024,258
Russell Wilson,PIT,17,31,148,8,22.9,227,7.3,90,5.3,2.9,58,3.4,3,10.3%,4,13.8%,4,5,2,3,9,24.3%,2,7.5,18.0,2024,258
