Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA,week,year,game_id
4.0,2:00,4.0,14.0,CIN 40,19.0,17.0,"Ryan Rehkow punts 42 yards, returned by Calvin Austin for 6 yards (tackle by Cal Adomitis)",-0.72,-0.54,18.0,2024,258
4.0,1:51,1.0,10.0,PIT 24,19.0,17.0,Russell Wilson pass complete short right to Najee Harris for -2 yards (tackle by Akeem Davis-Gaither),0.54,-0.27,18.0,2024,258
4.0,1:30,2.0,12.0,PIT 22,19.0,17.0,Russell Wilson pass complete short left to Pat Freiermuth for 3 yards (tackle by Mike Hilton),-0.27,-0.56,18.0,2024,258
4.0,1:09,3.0,9.0,PIT 25,19.0,17.0,Russell Wilson pass complete short middle to Pat Freiermuth for 17 yards (tackle by Akeem Davis-Gaither),-0.56,1.73,18.0,2024,258
4.0,0:46,1.0,10.0,PIT 42,19.0,17.0,Russell Wilson scrambles right end for 3 yards (tackle by Mike Hilton),1.73,1.59,18.0,2024,258
4.0,0:27,2.0,7.0,PIT 45,19.0,17.0,Russell Wilson sacked by Trey Hendrickson for -5 yards,1.59,0.23,18.0,2024,258
4.0,0:20,,,,,,Timeout #3 by Pittsburgh Steelers,,,18.0,2024,258
4.0,0:20,3.0,12.0,PIT 40,19.0,17.0,Russell Wilson pass incomplete deep right intended for George Pickens,0.23,-0.72,18.0,2024,258
4.0,0:15,,,,,,Timeout #3 by Cincinnati Bengals,,,18.0,2024,258
4.0,0:15,4.0,12.0,PIT 40,19.0,17.0,Russell Wilson pass incomplete short right intended for Pat Freiermuth,-0.72,-2.92,18.0,2024,258
4.0,0:11,1.0,10.0,PIT 40,19.0,17.0,Joe Burrow kneels for -1 yards,2.92,2.24,18.0,2024,258
