Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Demani Richardson,CAR,0,8,5,62.5%,104.0,20.8,13.0,0.0,106.2,14.0,92.0,12.0,0,0,0,0.0,0,10,2,16.7%,18.0,2024,259
Shemar Bartholomew,CAR,0,6,3,50.0%,26.0,8.7,4.3,1.0,101.4,10.5,26.0,0.0,0,0,0,0.0,0,3,0,0.0%,18.0,2024,259
Xavier Woods,CAR,0,4,3,75.0%,51.0,17.0,12.8,1.0,156.2,12.3,43.0,8.0,0,0,0,0.0,0,5,1,16.7%,18.0,2024,259
Akayleb Evans,CAR,0,6,3,50.0%,40.0,13.3,6.7,0.0,71.5,10.5,22.0,18.0,0,0,0,0.0,0,2,2,50.0%,18.0,2024,259
Chandler Wooten,CAR,0,4,2,50.0%,20.0,10.0,5.0,0.0,64.6,1.5,9.0,11.0,2,0,0,0.0,0,9,1,10.0%,18.0,2024,259
Michael Jackson,CAR,1,4,2,50.0%,48.0,24.0,12.0,0.0,54.2,18.0,42.0,6.0,0,0,0,0.0,0,4,0,0.0%,18.0,2024,259
Caleb Farley,CAR,0,2,2,100.0%,14.0,7.0,7.0,0.0,95.8,1.5,3.0,11.0,3,0,0,0.0,0,4,0,0.0%,18.0,2024,259
Cam Gill,CAR,0,1,1,100.0%,9.0,9.0,9.0,0.0,104.2,6.0,6.0,3.0,2,0,1,0.0,1,5,0,0.0%,18.0,2024,259
Jadeveon Clowney,CAR,0,0,0,,,,,,,,,,3,1,2,1.0,4,4,2,33.3%,18.0,2024,259
Kenny Dyson,CAR,0,0,0,,,,,,,,,,3,0,1,0.0,1,2,0,0.0%,18.0,2024,259
D.J. Wonnum,CAR,0,0,0,,,,,,,,,,2,1,0,0.0,1,5,0,0.0%,18.0,2024,259
Jordan Fuller,CAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,8,1,11.1%,18.0,2024,259
Jacoby Windmon,CAR,0,1,0,0.0%,,,0.0,,39.6,32.0,,,1,0,0,0.0,0,1,0,0.0%,18.0,2024,259
DeShawn Williams,CAR,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%,18.0,2024,259
Dane Jackson,CAR,0,1,0,0.0%,,,0.0,,39.6,12.0,,,3,0,0,0.0,0,1,0,0.0%,18.0,2024,259
DeAundre Alford,ATL,0,7,5,71.4%,41.0,8.2,5.9,0.0,86.0,10.6,27.0,14.0,1,0,0,0.0,0,7,0,0.0%,18.0,2024,259
AJ Terrell,ATL,0,6,5,83.3%,61.0,12.2,10.2,0.0,109.0,9.2,36.0,25.0,0,0,0,0.0,0,4,1,20.0%,18.0,2024,259
Kaden Elliss,ATL,0,5,4,80.0%,35.0,8.8,7.0,0.0,95.8,6.2,19.0,16.0,3,0,0,0.0,0,10,1,9.1%,18.0,2024,259
Matt Judon,ATL,0,2,2,100.0%,43.0,21.5,21.5,1.0,158.3,16.5,33.0,10.0,3,0,0,0.0,0,2,0,0.0%,18.0,2024,259
Jessie Bates III,ATL,0,3,2,66.7%,20.0,10.0,6.7,0.0,85.4,6.7,15.0,5.0,1,0,0,0.0,0,5,0,0.0%,18.0,2024,259
Justin Simmons,ATL,0,2,2,100.0%,13.0,6.5,6.5,1.0,133.3,5.0,10.0,3.0,0,0,0,0.0,0,6,0,0.0%,18.0,2024,259
Clark Phillips,ATL,0,5,2,40.0%,7.0,3.5,1.4,1.0,87.5,7.6,-1.0,8.0,0,0,0,0.0,0,3,1,25.0%,18.0,2024,259
Nathan Landman,ATL,0,2,2,100.0%,27.0,13.5,13.5,0.0,118.7,12.0,24.0,3.0,1,0,0,0.0,0,8,2,20.0%,18.0,2024,259
Lorenzo Carter,ATL,0,1,1,100.0%,18.0,18.0,18.0,0.0,118.7,0.0,0.0,18.0,1,0,0,0.0,0,1,0,0.0%,18.0,2024,259
Mike Hughes,ATL,0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,5.0,5.0,0.0,0,0,0,0.0,0,1,0,0.0%,18.0,2024,259
Arnold Ebiketie,ATL,0,0,0,,,,,,,,,,1,2,0,0.0,2,2,0,0.0%,18.0,2024,259
DeAngelo Malone,ATL,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,1,100.0%,18.0,2024,259
Zach Harrison,ATL,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,18.0,2024,259
David Onyemata,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,18.0,2024,259
Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,18.0,2024,259
Richie Grant,ATL,0,1,0,0.0%,,,0.0,,39.6,20.0,,,1,0,0,0.0,0,1,0,0.0%,18.0,2024,259
Eddie Goldman,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,18.0,2024,259
