Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Jauan Jennings,SFO,10,7,52,0,2.0,36,5.1,16,2.3,6.3,0,,0,0.0,1,42.5,18.0,2024,267
Ricky Pearsall,SFO,8,6,69,1,4.0,55,9.2,14,2.3,9.3,0,,0,0.0,1,100.5,18.0,2024,267
Chris Conley,SFO,4,4,59,0,2.0,47,11.8,12,3.0,11.8,0,,0,0.0,0,118.7,18.0,2024,267
Eric Saubert,SFO,5,4,17,0,2.0,14,3.5,3,0.8,4.0,0,,0,0.0,0,80.8,18.0,2024,267
Kyle Juszczyk,SFO,3,2,49,1,2.0,28,14.0,21,10.5,8.3,0,,0,0.0,0,149.3,18.0,2024,267
George Kittle,SFO,3,2,27,0,1.0,15,7.5,12,6.0,12.0,0,,0,0.0,0,95.1,18.0,2024,267
Jacob Cowing,SFO,2,2,30,0,2.0,20,10.0,10,5.0,10.0,0,,0,0.0,0,118.7,18.0,2024,267
Patrick Taylor,SFO,4,1,12,0,1.0,5,5.0,7,7.0,6.0,0,,0,0.0,0,39.6,18.0,2024,267
Trent Taylor,SFO,1,1,11,0,,9,9.0,2,2.0,9.0,0,,0,0.0,0,112.5,18.0,2024,267
Brayden Willis,SFO,2,0,0,0,,0,,0,,5.5,0,,1,50.0,0,39.6,18.0,2024,267
Trey McBride,ARI,11,7,65,1,6.0,32,4.6,33,4.7,7.5,1,7.0,0,0.0,0,110.0,18.0,2024,267
Marvin Harrison Jr.,ARI,6,5,63,1,3.0,55,11.0,8,1.6,11.7,0,,0,0.0,0,150.0,18.0,2024,267
Zay Jones,ARI,5,4,46,0,2.0,41,10.3,5,1.3,12.0,0,,0,0.0,0,105.0,18.0,2024,267
Michael Carter,ARI,4,4,16,0,0.0,-8,-2.0,24,6.0,-2.0,1,4.0,0,0.0,0,83.3,18.0,2024,267
Greg Dortch,ARI,4,4,47,2,3.0,5,1.3,42,10.5,1.3,0,,0,0.0,0,155.2,18.0,2024,267
DeeJay Dallas,ARI,1,1,5,0,0.0,-4,-4.0,9,9.0,-4.0,0,,0,0.0,0,87.5,18.0,2024,267
Xavier Weaver,ARI,1,0,0,0,,0,,0,,18.0,0,,0,0.0,0,39.6,18.0,2024,267
