Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Davis Mills,HOU,12,22,128,4,17.4,154,7.0,95,7.9,4.3,33,2.8,0,0.0%,8,36.4%,1,9,1,1,3,12.5%,1,9.0,18.0,2024,264
C.J. Stroud,HOU,6,6,50,4,66.7,27,4.5,27,4.5,4.5,23,3.8,0,0.0%,0,0.0%,0,2,0,0,0,0.0%,0,,18.0,2024,264
Will Levis,TEN,9,17,175,6,33.3,275,16.2,128,14.2,7.5,47,5.2,1,5.9%,3,17.6%,1,6,0,3,4,21.1%,1,8.0,18.0,2024,264
Mason Rudolph,TEN,7,9,70,3,30.0,24,2.7,24,3.4,2.7,46,6.6,0,0.0%,1,11.1%,1,1,0,0,1,9.1%,1,5.0,18.0,2024,264
