Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Tarheeb Still,LAC,0,7,6,85.7%,43.0,7.2,6.1,1.0,131.8,4.6,28.0,15.0,0,0,0,0.0,0,7,1,12.5%,18.0,2024,270
Cam Hart,LAC,0,6,4,66.7%,17.0,4.3,2.8,0.0,70.1,5.7,12.0,5.0,0,0,0,0.0,0,3,0,0.0%,18.0,2024,270
Kristian Fulton,LAC,0,4,4,100.0%,62.0,15.5,15.5,1.0,158.3,14.8,59.0,3.0,0,0,0,0.0,0,2,0,0.0%,18.0,2024,270
Tony Jefferson,LAC,0,2,2,100.0%,12.0,6.0,6.0,0.0,91.7,3.5,7.0,5.0,1,0,0,0.0,0,3,0,0.0%,18.0,2024,270
Deane Leonard,LAC,0,3,2,66.7%,16.0,8.0,5.3,0.0,79.9,17.7,13.0,3.0,0,0,0,0.0,0,1,1,50.0%,18.0,2024,270
Alohi Gilman,LAC,0,3,2,66.7%,45.0,22.5,15.0,0.0,109.7,17.3,34.0,11.0,0,0,0,0.0,0,3,0,0.0%,18.0,2024,270
Troy Dye,LAC,0,3,2,66.7%,16.0,8.0,5.3,0.0,79.9,3.0,6.0,10.0,1,0,0,0.0,0,6,1,14.3%,18.0,2024,270
Derwin James,LAC,0,2,1,50.0%,2.0,2.0,1.0,0.0,56.2,10.0,2.0,0.0,3,0,0,0.0,0,3,0,0.0%,18.0,2024,270
Daiyan Henley,LAC,1,3,1,33.3%,6.0,6.0,2.0,0.0,2.8,8.7,1.0,5.0,2,0,0,0.0,0,5,1,16.7%,18.0,2024,270
Junior Colson,LAC,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,3.0,3.0,3.0,1,0,0,0.0,0,1,0,0.0%,18.0,2024,270
Joey Bosa,LAC,0,0,0,,,,,,,,,,1,2,2,0.0,4,0,0,,18.0,2024,270
Morgan Fox,LAC,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,18.0,2024,270
Bud Dupree,LAC,0,0,0,,,,,,,,,,2,0,1,0.0,1,0,0,,18.0,2024,270
Khalil Mack,LAC,0,0,0,,,,,,,,,,1,1,0,0.0,1,1,0,0.0%,18.0,2024,270
Otito Ogbonnia,LAC,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,18.0,2024,270
Tuli Tuipulotu,LAC,0,0,0,,,,,,,,,,1,0,1,0.0,1,0,0,,18.0,2024,270
Eddie Jackson,LAC,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,,18.0,2024,270
Decamerion Richardson,LVR,0,7,7,100.0%,90.0,12.9,12.9,0.0,118.7,10.3,72.0,18.0,0,0,0,0.0,0,10,1,9.1%,18.0,2024,270
Isaiah Pola-Mao,LVR,0,5,5,100.0%,142.0,28.4,28.4,0.0,118.7,20.6,103.0,39.0,3,0,0,0.0,0,9,1,10.0%,18.0,2024,270
Jack Jones,LVR,0,7,4,57.1%,22.0,5.5,3.1,1.0,102.4,7.1,2.0,20.0,1,0,0,0.0,0,5,0,0.0%,18.0,2024,270
Robert Spillane,LVR,0,4,4,100.0%,40.0,10.0,10.0,0.0,108.3,7.8,31.0,9.0,3,0,0,0.0,0,16,1,5.9%,18.0,2024,270
K'Lavon Chaisson,LVR,0,2,2,100.0%,7.0,3.5,3.5,1.0,120.8,-1.0,-2.0,9.0,0,1,0,0.0,1,1,1,50.0%,18.0,2024,270
Divine Deablo,LVR,0,2,2,100.0%,11.0,5.5,5.5,0.0,89.6,2.5,5.0,6.0,3,0,0,0.0,0,7,0,0.0%,18.0,2024,270
Darnay Holmes,LVR,0,1,1,100.0%,14.0,14.0,14.0,0.0,118.7,4.0,4.0,10.0,0,0,0,0.0,0,1,0,0.0%,18.0,2024,270
Thomas Harper,LVR,0,1,1,100.0%,19.0,19.0,19.0,0.0,118.7,10.0,10.0,9.0,0,0,0,0.0,0,1,1,50.0%,18.0,2024,270
Tre'von Moehrig,LVR,0,5,1,20.0%,9.0,9.0,1.8,0.0,39.6,3.8,-4.0,13.0,0,0,0,0.0,0,7,1,12.5%,18.0,2024,270
Amari Burney,LVR,0,1,1,100.0%,7.0,7.0,7.0,0.0,95.8,5.0,5.0,2.0,2,0,0,0.0,0,4,1,20.0%,18.0,2024,270
Tyree Wilson,LVR,0,1,1,100.0%,7.0,7.0,7.0,0.0,95.8,-2.0,-2.0,9.0,0,0,0,0.0,0,1,0,0.0%,18.0,2024,270
Jonah Laulu,LVR,0,0,0,,,,,,,,,,0,1,1,0.0,2,7,0,0.0%,18.0,2024,270
Charles Snowden,LVR,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%,18.0,2024,270
Adam Butler,LVR,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%,18.0,2024,270
Kyu Blu Kelly,LVR,0,1,0,0.0%,,,0.0,,39.6,3.0,,,0,0,0,0.0,0,2,0,0.0%,18.0,2024,270
