#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,8:52,PHI 49,4,2:01,51,Touchdown,1,Eagles,18.0,2024,266
2,1,5:16,PHI 14,14,6:10,65,Missed FG,1,Eagles,18.0,2024,266
3,2,6:51,PHI 35,13,5:07,59,Field Goal,1,Eagles,18.0,2024,266
4,2,0:43,PHI 28,6,0:43,27,Punt,1,Eagles,18.0,2024,266
5,3,15:00,NYG 43,4,1:39,8,Downs,1,Eagles,18.0,2024,266
6,3,7:34,PHI 29,3,1:39,-2,Punt,1,Eagles,18.0,2024,266
7,3,3:47,PHI 39,7,3:52,61,Touchdown,1,Eagles,18.0,2024,266
8,4,10:32,PHI 25,3,1:39,-10,Punt,1,Eagles,18.0,2024,266
9,4,7:21,PHI 30,16,6:34,56,Field Goal,1,Eagles,18.0,2024,266
10,4,0:24,NYG 46,1,0:24,-1,End of Game,1,Eagles,18.0,2024,266
