Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Sam Darnold,MIN,18,41,166,0,0,2,24,31,55.5,18.0,2024,272
Cam Akers,MIN,0,0,0,0,0,0,0,0,,18.0,2024,272
Aaron Jones,MIN,0,0,0,0,0,0,0,0,,18.0,2024,272
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,18.0,2024,272
Jalen Nailor,MIN,0,0,0,0,0,0,0,0,,18.0,2024,272
Josh Oliver,MIN,0,0,0,0,0,0,0,0,,18.0,2024,272
T.J. Hockenson,MIN,0,0,0,0,0,0,0,0,,18.0,2024,272
Jordan Addison,MIN,0,0,0,0,0,0,0,0,,18.0,2024,272
Jared Goff,DET,27,33,231,1,2,2,15,23,80.7,18.0,2024,272
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,18.0,2024,272
Craig Reynolds,DET,0,0,0,0,0,0,0,0,,18.0,2024,272
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,18.0,2024,272
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,18.0,2024,272
Jameson Williams,DET,0,0,0,0,0,0,0,0,,18.0,2024,272
Tim Patrick,DET,0,0,0,0,0,0,0,0,,18.0,2024,272
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,18.0,2024,272
