Player,Pos,home_team,team,week,year,game_id
Spencer Rattler,QB,0,Saints,18.0,2024,265
Jamaal Williams,RB,0,Saints,18.0,2024,265
Cedrick Wilson Jr.,WR,0,Saints,18.0,2024,265
Marquez Valdes-Scantling,WR,0,Saints,18.0,2024,265
Juwan Johnson,TE,0,Saints,18.0,2024,265
Foster Moreau,TE,0,Saints,18.0,2024,265
Cesar Ruiz,OL,0,Saints,18.0,2024,265
Taliese Fuaga,OT,0,Saints,18.0,2024,265
Trevor Penning,OT,0,Saints,18.0,2024,265
Landon Young,T,0,Saints,18.0,2024,265
Shane Lemieux,G,0,Saints,18.0,2024,265
Carl Granderson,DE,0,Saints,18.0,2024,265
Cameron Jordan,DE,0,Saints,18.0,2024,265
Bryan Bresee,DT,0,Saints,18.0,2024,265
Khalen Saunders,DT,0,Saints,18.0,2024,265
Anfernee Orji,LB,0,Saints,18.0,2024,265
Nephi Sewell,LB,0,Saints,18.0,2024,265
Demario Davis,LB,0,Saints,18.0,2024,265
Alontae Taylor,CB,0,Saints,18.0,2024,265
Kool-Aid McKinstry,CB,0,Saints,18.0,2024,265
Will Harris,CB,0,Saints,18.0,2024,265
Tyrann Mathieu,S,0,Saints,18.0,2024,265
