Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA,week,year,game_id
1.0,3:10,2.0,9.0,ARI 38,3.0,0.0,Kyler Murray pass incomplete short middle,0.99,0.3,18.0,2024,267
1.0,3:05,3.0,9.0,ARI 38,3.0,0.0,"Kyler Murray scrambles right end for no gain (tackle by Nick Bosa). Penalty on Leonard Floyd: Defensive Offside, 5 yards (accepted) (no play)",0.3,0.96,18.0,2024,267
1.0,2:39,3.0,4.0,ARI 43,3.0,0.0,Kyler Murray pass incomplete deep left intended for Zay Jones (defended by Renardo Green),0.96,-0.52,18.0,2024,267
1.0,2:33,4.0,4.0,ARI 43,3.0,0.0,DeeJay Dallas up the middle for 22 yards (tackle by Isaac Yiadom),-0.52,3.25,18.0,2024,267
1.0,1:53,1.0,10.0,SFO 35,3.0,0.0,Michael Carter left tackle for 2 yards (tackle by Fred Warner and Sam Okuayinonu),3.25,2.97,18.0,2024,267
1.0,1:19,2.0,8.0,SFO 33,3.0,0.0,Kyler Murray pass incomplete deep left intended for Trey McBride,2.97,2.28,18.0,2024,267
1.0,1:07,3.0,8.0,SFO 33,3.0,0.0,Kyler Murray pass incomplete short left,2.28,1.15,18.0,2024,267
1.0,1:01,4.0,8.0,SFO 33,3.0,3.0,Chad Ryland 51 yard field goal good,1.15,3.0,18.0,2024,267
1.0,0:56,,,ARI 35,3.0,3.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,267
1.0,0:56,1.0,10.0,SFO 30,3.0,3.0,Patrick Taylor right tackle for 2 yards (tackle by Dante Stills),0.94,0.66,18.0,2024,267
1.0,0:19,2.0,8.0,SFO 32,3.0,3.0,Joshua Dobbs pass incomplete short left intended for Kyle Juszczyk,0.66,-0.03,18.0,2024,267
1.0,0:16,3.0,8.0,SFO 32,3.0,3.0,Joshua Dobbs pass short right intended for Jauan Jennings is intercepted by Sean Murphy-Bunting at SF-45 and returned for no gain,-0.03,-2.59,18.0,2024,267
1.0,0:11,1.0,10.0,SFO 45,3.0,3.0,Kyler Murray pass complete short right to Zay Jones for 5 yards (tackle by Charvarius Ward),2.59,2.72,18.0,2024,267
2.0,15:00,2.0,5.0,SFO 40,3.0,3.0,Michael Carter up the middle for 3 yards (tackle by Sam Okuayinonu),2.72,2.41,18.0,2024,267
2.0,14:31,3.0,2.0,SFO 37,3.0,3.0,Kyler Murray pass complete short right to Trey McBride for 2 yards (tackle by Charvarius Ward),2.41,3.25,18.0,2024,267
2.0,14:06,1.0,10.0,SFO 35,3.0,3.0,"Michael Carter left end for 5 yards (tackle by Talanoa Hufanga). Penalty on Maliek Collins: Defensive Holding, 5 yards (accepted)",3.25,3.91,18.0,2024,267
2.0,13:52,1.0,10.0,SFO 25,3.0,3.0,Kyler Murray pass complete short left to Trey McBride for 2 yards (tackle by Dee Winters),3.91,3.63,18.0,2024,267
2.0,13:09,2.0,8.0,SFO 23,3.0,3.0,Kyler Murray pass incomplete deep left intended for Xavier Weaver (defended by Renardo Green),3.63,2.94,18.0,2024,267
2.0,13:03,3.0,8.0,SFO 23,3.0,9.0,"Kyler Murray pass complete short right to Greg Dortch for 23 yards, touchdown",2.94,7.0,18.0,2024,267
2.0,12:55,,,SFO 15,3.0,10.0,Chad Ryland kicks extra point good,0.0,0.0,18.0,2024,267
2.0,12:55,,,ARI 35,3.0,10.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,267
2.0,12:55,1.0,10.0,SFO 30,3.0,10.0,Joshua Dobbs pass incomplete short right intended for Jauan Jennings (defended by Mack Wilson),0.94,0.39,18.0,2024,267
2.0,12:51,2.0,10.0,SFO 30,3.0,10.0,Joshua Dobbs pass complete short middle to Jauan Jennings for 5 yards (tackle by Kyzir White),0.39,0.37,18.0,2024,267
2.0,12:14,3.0,5.0,SFO 35,3.0,10.0,Joshua Dobbs pass complete short right to Jauan Jennings for 4 yards (tackle by Starling Thomas and Budda Baker),0.37,-0.78,18.0,2024,267
2.0,11:31,4.0,1.0,SFO 39,3.0,10.0,"Pat O'Donnell punts 50 yards, returned by Greg Dortch for 7 yards. Greg Dortch fumbles, ball out of bounds at ARI-18. Greg Dortch fumbles out of bounds (forced by Isaac Yiadom)",-0.78,-0.04,18.0,2024,267
2.0,11:17,1.0,10.0,ARI 18,3.0,10.0,Kyler Murray pass incomplete short right intended for Trey McBride,0.04,-0.49,18.0,2024,267
2.0,11:13,2.0,10.0,ARI 18,3.0,10.0,Kyler Murray pass complete short left to Marvin Harrison for 9 yards (tackle by Renardo Green),-0.49,-0.02,18.0,2024,267
2.0,10:38,3.0,1.0,ARI 27,3.0,10.0,Michael Carter up the middle for no gain (tackle by Dee Winters and Jordan Elliott),-0.02,-1.57,18.0,2024,267
2.0,10:00,4.0,1.0,ARI 27,3.0,10.0,"Michael Palardy punts 47 yards, fair catch by Jacob Cowing at SF-26",-1.57,-0.67,18.0,2024,267
2.0,9:53,1.0,10.0,SFO 26,3.0,10.0,Patrick Taylor right tackle for 12 yards (tackle by Darius Robinson and Budda Baker),0.67,1.47,18.0,2024,267
2.0,9:13,1.0,10.0,SFO 38,3.0,10.0,Patrick Taylor left end for 29 yards (tackle by Jalen Thompson),1.47,3.38,18.0,2024,267
2.0,8:34,1.0,10.0,ARI 33,3.0,10.0,"Joshua Dobbs pass complete short left to Eric Saubert for 11 yards. Eric Saubert fumbles (tackle by Jalen Thompson, recovered by Nick Zakelj at ARI-22",3.38,4.11,18.0,2024,267
2.0,7:44,1.0,10.0,ARI 22,3.0,10.0,Patrick Taylor up the middle for no gain (tackle by Darius Robinson) (no play),4.11,3.78,18.0,2024,267
2.0,7:36,1.0,15.0,ARI 27,3.0,10.0,Joshua Dobbs pass complete short middle to Jauan Jennings for 10 yards (tackle by Garrett Williams),3.78,4.29,18.0,2024,267
2.0,7:00,2.0,5.0,ARI 17,3.0,10.0,"Patrick Taylor left tackle for 9 yards (tackle by Budda Baker and Julian Okwara). Penalty on Starling Thomas: Personal Foul / Defense, 15 yards (offset) . Penalty on Jauan Jennings: Personal Foul / Offense, 15 yards (offset)",4.29,5.37,18.0,2024,267
2.0,6:34,1.0,8.0,ARI 8,3.0,10.0,"Joshua Dobbs right end for 6 yards (tackle by Jalen Thompson). Penalty on Jauan Jennings: Disqualification / Offense, 15 yards (offset) . Penalty on Sean Murphy-Bunting: Disqualification / Defense, 15 yards (offset)",5.37,5.72,18.0,2024,267
2.0,6:10,2.0,2.0,ARI 2,3.0,10.0,"Patrick Taylor left tackle for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Patrick Taylor left tackle for 1 yard (tackle by Kei'Trel Clark and Dante Stills)",5.72,5.17,18.0,2024,267
2.0,5:51,3.0,1.0,ARI 1,9.0,10.0,"Joshua Dobbs up the middle for 1 yard, touchdown",5.17,7.0,18.0,2024,267
2.0,5:43,,,ARI 15,10.0,10.0,Jake Moody kicks extra point good,0.0,0.0,18.0,2024,267
2.0,5:43,,,SFO 35,10.0,10.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,267
2.0,5:43,1.0,10.0,ARI 30,10.0,10.0,Michael Carter up the middle for 2 yards (tackle by Leonard Floyd),0.94,0.66,18.0,2024,267
2.0,5:04,2.0,8.0,ARI 32,10.0,10.0,Kyler Murray scrambles left tackle for 9 yards (tackle by Fred Warner),0.66,1.66,18.0,2024,267
2.0,4:21,1.0,10.0,ARI 41,10.0,10.0,Kyler Murray pass complete deep left to Trey McBride for 28 yards (tackle by Malik Mustapha),1.66,3.51,18.0,2024,267
2.0,3:45,1.0,10.0,SFO 31,10.0,10.0,Kyler Murray pass complete short right to Trey McBride for 12 yards (tackle by Leonard Floyd and Nick McCloud),3.51,4.31,18.0,2024,267
2.0,3:03,1.0,10.0,SFO 19,10.0,10.0,Michael Carter up the middle for -1 yards (tackle by Sam Okuayinonu),4.31,3.63,18.0,2024,267
2.0,2:25,2.0,11.0,SFO 20,10.0,10.0,Kyler Murray pass complete short middle to Marvin Harrison for 8 yards (tackle by Fred Warner),3.63,4.19,18.0,2024,267
2.0,2:00,3.0,3.0,SFO 12,10.0,10.0,Kyler Murray left end for 7 yards (tackle by Talanoa Hufanga),4.19,6.06,18.0,2024,267
2.0,1:55,1.0,5.0,SFO 5,10.0,10.0,"Penalty on Jordan Elliott: Encroachment, 3 yards (accepted) (no play)",6.06,6.74,18.0,2024,267
2.0,1:55,1.0,2.0,SFO 2,10.0,16.0,"Kyler Murray pass complete short right to Trey McBride for 2 yards, touchdown",6.74,7.0,18.0,2024,267
2.0,1:51,,,SFO 15,10.0,17.0,Chad Ryland kicks extra point good,0.0,0.0,18.0,2024,267
2.0,1:51,,,ARI 35,10.0,17.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,267
2.0,1:51,1.0,10.0,SFO 30,10.0,17.0,Patrick Taylor left tackle for 12 yards (tackle by Kyzir White and Jalen Thompson),0.94,1.73,18.0,2024,267
2.0,1:28,1.0,10.0,SFO 42,10.0,17.0,Joshua Dobbs pass complete short left to Chris Conley for 9 yards (tackle by Kei'Trel Clark and Dadrion Taylor-Demerson),1.73,2.4,18.0,2024,267
2.0,1:13,2.0,1.0,ARI 49,10.0,17.0,Joshua Dobbs pass complete short middle to Eric Saubert for 9 yards (tackle by Kyzir White and Mack Wilson),2.4,2.92,18.0,2024,267
2.0,0:55,1.0,10.0,ARI 40,10.0,17.0,Joshua Dobbs pass incomplete short right intended for Ricky Pearsall,2.92,2.37,18.0,2024,267
2.0,0:51,2.0,10.0,ARI 40,10.0,17.0,Joshua Dobbs pass complete deep left to Chris Conley for 21 yards (tackle by Jalen Thompson),2.37,4.31,18.0,2024,267
2.0,0:43,,,,,,Timeout #1 by San Francisco 49ers,,,18.0,2024,267
2.0,0:43,1.0,10.0,ARI 19,10.0,17.0,Joshua Dobbs pass complete short left to Eric Saubert for -1 yards (tackle by Jalen Thompson),4.31,3.63,18.0,2024,267
2.0,0:38,,,,,,Timeout #2 by San Francisco 49ers,,,18.0,2024,267
2.0,0:38,2.0,11.0,ARI 20,10.0,17.0,Joshua Dobbs pass complete short middle to Jacob Cowing for 14 yards (tackle by Budda Baker),3.63,5.83,18.0,2024,267
2.0,0:24,1.0,6.0,ARI 6,10.0,17.0,Joshua Dobbs spiked the ball,5.83,4.95,18.0,2024,267
2.0,0:24,2.0,6.0,ARI 6,10.0,17.0,Joshua Dobbs pass incomplete short middle intended for Eric Saubert (defended by Kyzir White),4.95,4.04,18.0,2024,267
2.0,0:21,3.0,6.0,ARI 6,16.0,17.0,"Joshua Dobbs pass complete short right to Ricky Pearsall for 6 yards, touchdown",4.04,7.0,18.0,2024,267
2.0,0:16,,,ARI 15,17.0,17.0,Jake Moody kicks extra point good,0.0,0.0,18.0,2024,267
2.0,0:16,,,SFO 35,17.0,17.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,267
2.0,0:16,1.0,10.0,ARI 30,17.0,17.0,Kyler Murray pass complete deep right to Zay Jones for 25 yards (tackle by Talanoa Hufanga),0.94,2.59,18.0,2024,267
2.0,0:10,,,,,,Timeout #1 by Arizona Cardinals,,,18.0,2024,267
2.0,0:10,1.0,10.0,SFO 45,17.0,17.0,Kyler Murray pass complete short left to Greg Dortch for 9 yards (tackle by Nick McCloud),2.59,3.26,18.0,2024,267
2.0,0:07,,,,,,Timeout #2 by Arizona Cardinals,,,18.0,2024,267
2.0,0:07,2.0,1.0,SFO 36,17.0,17.0,Michael Carter up the middle for 5 yards (tackle by Leonard Floyd),3.26,3.51,18.0,2024,267
2.0,0:02,1.0,10.0,SFO 31,17.0,20.0,Chad Ryland 49 yard field goal good,3.51,3.0,18.0,2024,267
3.0,15:00,,,SFO 35,17.0,20.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,267
3.0,15:00,1.0,10.0,ARI 30,17.0,20.0,Kyler Murray pass complete short left to Zay Jones for 7 yards (tackle by Nick McCloud),0.94,1.34,18.0,2024,267
3.0,14:28,2.0,3.0,ARI 37,17.0,20.0,Michael Carter left tackle for 1 yard (tackle by Dee Winters and Fred Warner),1.34,0.76,18.0,2024,267
3.0,13:48,3.0,2.0,ARI 38,17.0,20.0,"Kyler Murray pass incomplete short left intended for Trey McBride (defended by Renardo Green). Penalty on Christian Jones: Illegal Formation, 5 yards (declined)",0.76,-0.85,18.0,2024,267
3.0,13:44,4.0,2.0,ARI 38,17.0,20.0,"Michael Palardy punts 38 yards, fair catch by Jacob Cowing at SF-24",-0.85,-0.54,18.0,2024,267
3.0,13:37,1.0,10.0,SFO 24,17.0,20.0,Patrick Taylor up the middle for 4 yards (tackle by L.J. Collier),0.54,0.54,18.0,2024,267
3.0,13:02,2.0,6.0,SFO 28,17.0,20.0,"Joshua Dobbs sacked by Zaven Collins for -16 yards. Joshua Dobbs fumbles (forced by Zaven Collins), recovered by Patrick Taylor at SF-12",0.54,-2.82,18.0,2024,267
3.0,12:20,3.0,22.0,SFO 12,17.0,20.0,Patrick Taylor up the middle for 4 yards (tackle by Darius Robinson),-2.82,-2.39,18.0,2024,267
3.0,11:56,4.0,18.0,SFO 16,17.0,20.0,"Pat O'Donnell punts 50 yards, returned by Greg Dortch for 17 yards (tackle by Jake Tonges)",-2.39,-2.32,18.0,2024,267
3.0,11:41,1.0,10.0,SFO 49,17.0,20.0,Kyler Murray pass complete short left to Marvin Harrison for 14 yards (tackle by Renardo Green),2.32,3.25,18.0,2024,267
3.0,11:04,1.0,10.0,SFO 35,17.0,20.0,Kyler Murray left end for 6 yards (tackle by Ji'Ayir Brown),3.25,3.51,18.0,2024,267
3.0,10:27,2.0,4.0,SFO 29,17.0,20.0,"Kyler Murray pass incomplete deep right intended for Zay Jones (defended by Charvarius Ward). Penalty on Rock Ya-Sin: Illegal Contact, 5 yards (accepted) (no play)",3.51,3.97,18.0,2024,267
3.0,10:19,1.0,10.0,SFO 24,17.0,20.0,Michael Carter right tackle for 9 yards (tackle by Tashaun Gipson),3.97,4.85,18.0,2024,267
3.0,9:45,2.0,1.0,SFO 15,17.0,20.0,Michael Carter up the middle for 2 yards (tackle by Ji'Ayir Brown and Sam Okuayinonu),4.85,4.71,18.0,2024,267
3.0,9:01,1.0,10.0,SFO 13,17.0,20.0,"Kyler Murray pass complete short middle to Michael Carter for 9 yards (tackle by Tashaun Gipson). Penalty on Tashaun Gipson: Face Mask (15 Yards), 2 yards (accepted)",4.71,6.74,18.0,2024,267
3.0,8:32,1.0,2.0,SFO 2,17.0,26.0,"Kyler Murray pass complete short left to Greg Dortch for 2 yards, touchdown",6.74,7.0,18.0,2024,267
3.0,8:28,,,SFO 15,17.0,26.0,"Chad Ryland kicks extra point good. Penalty on Evan Anderson: Unnecessary Roughness / Defense, 1 yard (accepted) (no play)",0.0,1.0,18.0,2024,267
3.0,8:28,,,SFO 1,17.0,26.0,"Two Point Attempt: Kyler Murray rushes, conversion fails.",1.0,-1.0,18.0,2024,267
3.0,8:28,,,ARI 35,17.0,26.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,267
3.0,8:28,1.0,10.0,SFO 30,17.0,26.0,Joshua Dobbs pass complete short right to Jacob Cowing for 16 yards (tackle by Mack Wilson and Starling Thomas),0.94,1.99,18.0,2024,267
3.0,7:54,1.0,10.0,SFO 46,17.0,26.0,"Patrick Taylor left end for 1 yard (tackle by Kyzir White and Kei'Trel Clark). Penalty on Jacob Cowing: Offensive Holding, 10 yards (accepted)",1.99,1.4,18.0,2024,267
3.0,7:37,1.0,19.0,SFO 37,17.0,26.0,Joshua Dobbs pass complete short right to Trent Taylor for 11 yards (tackle by Kei'Trel Clark),1.4,1.72,18.0,2024,267
3.0,6:59,2.0,8.0,SFO 48,17.0,26.0,Patrick Taylor up the middle for 4 yards (tackle by Baron Browning),1.72,1.55,18.0,2024,267
3.0,6:24,3.0,4.0,ARI 48,17.0,26.0,Joshua Dobbs scrambles left end for 3 yards (tackle by Kyzir White),1.55,0.27,18.0,2024,267
3.0,5:43,4.0,1.0,ARI 45,17.0,26.0,Patrick Taylor right tackle for 9 yards (tackle by Garrett Williams and Jalen Thompson),0.27,3.18,18.0,2024,267
3.0,4:58,1.0,10.0,ARI 36,23.0,26.0,"Joshua Dobbs pass complete deep left to Kyle Juszczyk for 36 yards, touchdown",3.18,7.0,18.0,2024,267
3.0,4:49,,,ARI 15,24.0,26.0,Jake Moody kicks extra point good,0.0,0.0,18.0,2024,267
3.0,4:49,,,SFO 35,24.0,26.0,"Jake Moody kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,267
3.0,4:49,1.0,10.0,ARI 30,24.0,26.0,Michael Carter up the middle for 5 yards (tackle by Fred Warner and Ji'Ayir Brown),0.94,1.07,18.0,2024,267
3.0,4:11,2.0,5.0,ARI 35,24.0,26.0,Kyler Murray pass complete short middle to Zay Jones for 9 yards (tackle by Ji'Ayir Brown),1.07,1.86,18.0,2024,267
3.0,3:36,1.0,10.0,ARI 44,24.0,26.0,Greg Dortch left end for 7 yards (tackle by Kalia Davis),1.86,2.26,18.0,2024,267
3.0,3:00,2.0,3.0,SFO 49,24.0,26.0,Kyler Murray pass complete deep left to Marvin Harrison for 20 yards (tackle by Dee Winters),2.26,3.64,18.0,2024,267
3.0,2:20,1.0,10.0,SFO 29,24.0,26.0,Kyler Murray pass complete short right to Trey McBride for 14 yards (tackle by Tashaun Gipson),3.64,4.58,18.0,2024,267
3.0,1:36,1.0,10.0,SFO 15,24.0,26.0,Kyler Murray pass incomplete short left intended for Marvin Harrison (defended by Rock Ya-Sin),4.58,3.95,18.0,2024,267
3.0,1:27,2.0,10.0,SFO 15,24.0,26.0,Kyler Murray pass complete short left to Michael Carter for -2 yards (tackle by Fred Warner),3.95,2.98,18.0,2024,267
3.0,0:45,3.0,12.0,SFO 17,24.0,26.0,Kyler Murray pass complete short right to Greg Dortch for 13 yards (tackle by Charvarius Ward),2.98,6.28,18.0,2024,267
4.0,15:00,1.0,4.0,SFO 4,24.0,26.0,Michael Carter up the middle for no gain (tackle by Tatum Bethune and Jordan Elliott),6.28,5.34,18.0,2024,267
4.0,14:21,2.0,4.0,SFO 4,24.0,32.0,"Michael Carter left end for 4 yards, touchdown",5.34,7.0,18.0,2024,267
4.0,14:16,,,SFO 15,24.0,33.0,Chad Ryland kicks extra point good,0.0,0.0,18.0,2024,267
4.0,14:16,,,ARI 35,24.0,33.0,"Chad Ryland kicks off 69 yards, returned by Jacob Cowing for 32 yards (tackle by DeeJay Dallas). Penalty on Tatum Bethune: Offensive Holding, 10 yards (accepted)",0.0,0.04,18.0,2024,267
4.0,14:10,1.0,10.0,SFO 18,24.0,33.0,Joshua Dobbs pass complete short left to Ricky Pearsall for 12 yards (tackle by Kei'Trel Clark),0.04,0.94,18.0,2024,267
4.0,13:35,1.0,10.0,SFO 30,24.0,33.0,Jacob Cowing right end for 7 yards (tackle by Garrett Williams),0.94,1.34,18.0,2024,267
4.0,12:56,2.0,3.0,SFO 37,24.0,33.0,Patrick Taylor up the middle for 6 yards (tackle by Naquan Jones),1.34,1.8,18.0,2024,267
4.0,12:16,1.0,10.0,SFO 43,24.0,33.0,Joshua Dobbs pass complete short middle to Patrick Taylor for 12 yards (tackle by Kyzir White),1.8,2.59,18.0,2024,267
4.0,11:38,1.0,10.0,ARI 45,24.0,33.0,Patrick Taylor up the middle for -3 yards (tackle by Budda Baker),2.59,1.64,18.0,2024,267
4.0,11:01,2.0,13.0,ARI 48,24.0,33.0,Joshua Dobbs scrambles right end for 5 yards (tackle by Budda Baker),1.64,1.62,18.0,2024,267
4.0,10:18,3.0,8.0,ARI 43,24.0,33.0,Joshua Dobbs pass complete deep left to Chris Conley for 23 yards (tackle by Garrett Williams),1.62,4.24,18.0,2024,267
4.0,9:43,1.0,10.0,ARI 20,24.0,33.0,Joshua Dobbs pass complete short left to Eric Saubert for -2 yards (tackle by Kyzir White),4.24,3.42,18.0,2024,267
4.0,9:05,2.0,12.0,ARI 22,24.0,33.0,"Joshua Dobbs left end for -5 yards. Joshua Dobbs fumbles (forced by Dadrion Taylor-Demerson), recovered by Jalen Thompson at ARI-27. Penalty on Nick Zakelj: Offensive Holding, 10 yards (declined)",3.42,-0.74,18.0,2024,267
4.0,8:56,1.0,10.0,ARI 27,24.0,33.0,Kyler Murray pass complete short left to Michael Carter for 3 yards (tackle by Dee Winters and Nick McCloud),0.74,0.6,18.0,2024,267
4.0,8:11,2.0,7.0,ARI 30,24.0,33.0,Michael Carter right end for 3 yards (tackle by Dee Winters),0.6,0.3,18.0,2024,267
4.0,7:26,3.0,4.0,ARI 33,24.0,33.0,Kyler Murray pass incomplete short right intended for Trey McBride (defended by Ji'Ayir Brown),0.3,-1.18,18.0,2024,267
4.0,7:23,4.0,4.0,ARI 33,24.0,33.0,"Michael Palardy punts 48 yards, returned by Jacob Cowing for 15 yards (tackle by Andre Chachere and DeeJay Dallas)",-1.18,-1.2,18.0,2024,267
4.0,7:11,1.0,10.0,SFO 34,24.0,33.0,Joshua Dobbs right tackle for no gain (tackle by Xavier Thomas),1.2,0.66,18.0,2024,267
4.0,6:44,2.0,10.0,SFO 34,24.0,33.0,Joshua Dobbs pass incomplete short left intended for Patrick Taylor,0.66,-0.03,18.0,2024,267
4.0,6:40,3.0,10.0,SFO 34,24.0,33.0,"Joshua Dobbs pass short left intended for Ricky Pearsall is intercepted by Kei'Trel Clark at SF-39 and returned for no gain, touchdown Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Joshua Dobbs pass short left intended for Ricky Pearsall is intercepted by Kei'Trel Clark at SF-39 and returned for no gain (tackle by Ricky Pearsall)",-0.03,-2.98,18.0,2024,267
4.0,6:38,1.0,10.0,SFO 39,24.0,33.0,Michael Carter up the middle for 3 yards (tackle by Jalen Graham),2.98,2.85,18.0,2024,267
4.0,5:57,2.0,7.0,SFO 36,24.0,33.0,"Kyler Murray pass incomplete deep left intended for Xavier Weaver. Penalty on Rock Ya-Sin: Defensive Pass Interference, 24 yards (accepted) (no play)",2.85,4.78,18.0,2024,267
4.0,5:52,1.0,10.0,SFO 12,24.0,39.0,"Kyler Murray pass complete short right to Marvin Harrison for 12 yards, touchdown",4.78,7.0,18.0,2024,267
4.0,5:47,,,SFO 15,24.0,40.0,Chad Ryland kicks extra point good,0.0,0.0,18.0,2024,267
4.0,5:47,,,ARI 35,24.0,40.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,267
4.0,5:47,1.0,10.0,SFO 30,24.0,40.0,Joshua Dobbs pass complete short right to Ricky Pearsall for 5 yards (tackle by Dadrion Taylor-Demerson),0.94,1.07,18.0,2024,267
