Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Carson Wentz,KAN,10,17,98,4,19.0,120,7.1,45,4.5,2.6,53,5.3,1,5.9%,5,29.4%,4,2,1,4,9,42.9%,0,,18.0,2024,268
Bo Nix,DEN,26,29,321,15,51.7,164,5.7,131,5.0,4.5,190,7.3,0,0.0%,1,3.4%,0,2,0,0,0,0.0%,3,14.0,18.0,2024,268
