#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:15,NYJ 16,1,0:11,0,Interception,1,Jets,18.0,2024,269
2,1,11:46,NYJ 23,4,1:46,10,Punt,1,Jets,18.0,2024,269
3,1,7:56,NYJ 26,4,2:56,13,Punt,1,Jets,18.0,2024,269
4,2,15:00,NYJ 30,3,0:54,0,Punt,1,Jets,18.0,2024,269
5,2,11:47,NYJ 21,8,3:50,79,Touchdown,1,Jets,18.0,2024,269
6,2,7:09,NYJ 10,9,3:54,45,Downs,1,Jets,18.0,2024,269
7,2,1:47,MIA 39,3,0:48,39,Touchdown,1,Jets,18.0,2024,269
8,2,0:21,NYJ 12,1,0:21,2,End of Half,1,Jets,18.0,2024,269
9,3,15:00,NYJ 30,4,2:39,-8,Punt,1,Jets,18.0,2024,269
10,3,10:33,MIA 49,10,3:58,47,Field Goal,1,Jets,18.0,2024,269
11,4,14:12,NYJ 30,7,3:48,70,Touchdown,1,Jets,18.0,2024,269
12,4,5:21,NYJ 30,9,2:51,70,Touchdown,1,Jets,18.0,2024,269
