Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Sam Darnold,MIN,18,41,166,7,16.3,280,6.8,53,2.9,1.3,113,6.3,1,2.6%,13,34.2%,2,23,3,8,13,28.9%,2,5.5,18.0,2024,272
Jared Goff,DET,27,33,231,14,40.0,162,4.9,118,4.4,3.6,113,4.2,0,0.0%,1,3.1%,2,20,0,4,6,17.1%,0,,18.0,2024,272
