0,1,week,year,game_id
Won Toss,Vikings (deferred),18.0,2024,272
Roof,dome,18.0,2024,272
Surface,fieldturf,18.0,2024,272
Duration,3:06,18.0,2024,272
Attendance,64774,18.0,2024,272
Vegas Line,Detroit Lions -2.5,18.0,2024,272
Over/Under,56.0 (under),18.0,2024,272
