Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Carson Wentz,KAN,0,0,0,0,0,18.0,2024,268
Chris Oladokun,KAN,0,0,0,0,0,18.0,2024,268
Carson Steele,KAN,2,2,2,0,1,18.0,2024,268
Samaje Perine,KAN,1,1,13,0,13,18.0,2024,268
Nikko Remigio,KAN,6,2,48,0,25,18.0,2024,268
Peyton Hendershot,KAN,2,2,25,0,15,18.0,2024,268
Justin Watson,KAN,3,1,5,0,5,18.0,2024,268
JuJu Smith-Schuster,KAN,2,1,4,0,4,18.0,2024,268
Noah Gray,KAN,1,1,1,0,1,18.0,2024,268
Bo Nix,DEN,0,0,0,0,0,18.0,2024,268
Jaleel McLaughlin,DEN,2,2,9,0,6,18.0,2024,268
Audric Estime,DEN,0,0,0,0,0,18.0,2024,268
Javonte Williams,DEN,4,3,50,0,25,18.0,2024,268
Jarrett Stidham,DEN,0,0,0,0,0,18.0,2024,268
Michael Burton,DEN,0,0,0,0,0,18.0,2024,268
Courtland Sutton,DEN,7,5,98,1,47,18.0,2024,268
Marvin Mims,DEN,5,5,51,2,32,18.0,2024,268
Devaughn Vele,DEN,4,4,50,1,32,18.0,2024,268
Lil'Jordan Humphrey,DEN,2,2,26,0,17,18.0,2024,268
Nate Adkins,DEN,3,3,25,0,12,18.0,2024,268
Troy Franklin,DEN,2,2,12,0,7,18.0,2024,268
