Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Tyler Huntley,MIA,0,0,0,0,0,18.0,2024,269
De'Von Achane,MIA,0,0,0,0,0,18.0,2024,269
Jaylen Waddle,MIA,9,4,44,0,23,18.0,2024,269
Jonnu Smith,MIA,12,9,56,1,15,18.0,2024,269
Malik Washington,MIA,5,4,48,0,20,18.0,2024,269
River Cracraft,MIA,4,4,38,0,15,18.0,2024,269
Alec Ingold,MIA,2,2,21,0,12,18.0,2024,269
Tyreek Hill,MIA,3,2,20,0,13,18.0,2024,269
Julian Hill,MIA,1,0,0,0,0,18.0,2024,269
Durham Smythe,MIA,1,0,0,0,0,18.0,2024,269
Jeff Wilson,MIA,0,0,0,0,0,18.0,2024,269
Jaylen Wright,MIA,0,0,0,0,0,18.0,2024,269
Aaron Rodgers,NYJ,0,0,0,0,0,18.0,2024,269
Allen Lazard,NYJ,3,3,71,1,43,18.0,2024,269
Breece Hall,NYJ,5,3,15,1,6,18.0,2024,269
Isaiah Davis,NYJ,0,0,0,0,0,18.0,2024,269
Braelon Allen,NYJ,3,2,8,0,5,18.0,2024,269
Xavier Gipson,NYJ,0,0,0,0,0,18.0,2024,269
Davante Adams,NYJ,12,6,88,1,30,18.0,2024,269
Garrett Wilson,NYJ,5,4,51,0,20,18.0,2024,269
Kenny Yeboah,NYJ,2,2,20,0,13,18.0,2024,269
Tyler Conklin,NYJ,3,2,16,1,11,18.0,2024,269
Jeremy Ruckert,NYJ,2,1,5,0,5,18.0,2024,269
