Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Giants,-3.22,-6.93,-8.45,2.85,-3.28,-2.77,-7.35,9.87,0.0,2.71,-5.14,4.7,1.51,-2.9,4.54,18.0,2024,266
Eagles,3.22,2.77,7.35,-9.87,0.0,6.93,8.45,-2.85,3.28,-2.71,-4.7,5.14,2.9,-1.51,-4.54,18.0,2024,266
