Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Cowboys,-3.0,2.48,2.27,1.96,0.0,-5.93,-2.59,-5.67,0.0,2.57,-5.31,5.03,7.14,-5.18,0.89,18.0,2024,263
Commanders,3.0,5.93,2.59,5.67,0.0,-2.48,-2.27,-1.96,0.0,-2.57,-5.03,5.31,5.18,-7.14,-0.89,18.0,2024,263
