Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Geno Smith,SEA,0,0,0,0,0,18.0,2024,271
Zach Charbonnet,SEA,0,0,32,0,32,18.0,2024,271
Kenny McIntosh,SEA,1,0,0,0,0,18.0,2024,271
Jaxon Smith-Njigba,SEA,5,4,9,0,7,18.0,2024,271
Noah Fant,SEA,6,5,63,1,32,18.0,2024,271
D.K. Metcalf,SEA,5,3,53,1,22,18.0,2024,271
AJ Barner,SEA,5,5,34,1,10,18.0,2024,271
Tyler Lockett,SEA,4,2,28,0,17,18.0,2024,271
Jake Bobo,SEA,1,1,4,1,4,18.0,2024,271
Jimmy Garoppolo,LAR,0,0,0,0,0,18.0,2024,271
Ronnie Rivers,LAR,5,4,34,0,14,18.0,2024,271
Jordan Whittington,LAR,4,3,86,0,50,18.0,2024,271
Blake Corum,LAR,1,1,12,0,12,18.0,2024,271
Xavier Smith,LAR,0,0,0,0,0,18.0,2024,271
Cody Schrader,LAR,1,1,6,0,6,18.0,2024,271
Demarcus Robinson,LAR,6,3,72,0,31,18.0,2024,271
Tyler Higbee,LAR,7,5,46,1,17,18.0,2024,271
Tutu Atwell,LAR,8,5,37,0,22,18.0,2024,271
Tyler Johnson,LAR,7,4,35,1,20,18.0,2024,271
Colby Parkinson,LAR,1,1,6,0,6,18.0,2024,271
