Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Mitchell Trubisky,BUF,15,21,101,1,0,0,0,20,97.5,18.0,2024,260
Mike White,BUF,3,11,28,0,0,0,0,14,39.6,18.0,2024,260
Ray Davis,BUF,0,0,0,0,0,0,0,0,,18.0,2024,260
James Cook,BUF,0,0,0,0,0,0,0,0,,18.0,2024,260
Ty Johnson,BUF,0,0,0,0,0,0,0,0,,18.0,2024,260
Keon Coleman,BUF,0,0,0,0,0,0,0,0,,18.0,2024,260
Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,,18.0,2024,260
Curtis Samuel,BUF,0,0,0,0,0,0,0,0,,18.0,2024,260
Mack Hollins,BUF,0,0,0,0,0,0,0,0,,18.0,2024,260
Quintin Morris,BUF,0,0,0,0,0,0,0,0,,18.0,2024,260
Joe Milton,NWE,22,29,241,1,0,0,0,48,111.4,18.0,2024,260
Drake Maye,NWE,0,1,0,0,0,1,9,0,39.6,18.0,2024,260
Antonio Gibson,NWE,0,0,0,0,0,0,0,0,,18.0,2024,260
Terrell Jennings,NWE,0,0,0,0,0,0,0,0,,18.0,2024,260
Kayshon Boutte,NWE,0,0,0,0,0,0,0,0,,18.0,2024,260
Demario Douglas,NWE,0,0,0,0,0,0,0,0,,18.0,2024,260
Austin Hooper,NWE,0,0,0,0,0,0,0,0,,18.0,2024,260
Jaheim Bell,NWE,0,0,0,0,0,0,0,0,,18.0,2024,260
Javon Baker,NWE,0,0,0,0,0,0,0,0,,18.0,2024,260
Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,18.0,2024,260
