Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Cardinals,23.0,24.1,14.95,10.47,0.0,-4.86,-3.98,-2.23,9.67,2.64,-6.62,4.7,1.96,-0.81,3.41,18.0,2024,267
49ers,-23.0,4.86,3.98,2.23,-9.67,-24.1,-14.95,-10.47,0.0,-2.64,-4.7,6.62,0.81,-1.96,-3.41,18.0,2024,267
