Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bengals,2.0,-2.49,-1.99,0.51,-3.1,8.27,4.0,4.27,0.0,-0.72,-6.43,5.2,6.46,-6.27,0.32,18.0,2024,258
Steelers,-2.0,-8.27,-4.0,-4.27,0.0,2.49,1.99,-0.51,3.1,0.72,-5.2,6.43,6.27,-6.46,-0.32,18.0,2024,258
