Player,Pos,home_team,team,week,year,game_id
Michael Penix,QB,1,Falcons,18.0,2024,259
Bijan Robinson,RB,1,Falcons,18.0,2024,259
KhaDarel Hodge,WR,1,Falcons,18.0,2024,259
Ray-Ray McCloud,WR,1,Falcons,18.0,2024,259
Drake London,WR,1,Falcons,18.0,2024,259
Charlie Woerner,TE,1,Falcons,18.0,2024,259
Matthew Bergeron,OL,1,Falcons,18.0,2024,259
Drew Dalman,OL,1,Falcons,18.0,2024,259
Kaleb McGary,T,1,Falcons,18.0,2024,259
Jake Matthews,T,1,Falcons,18.0,2024,259
Chris Lindstrom,G,1,Falcons,18.0,2024,259
Grady Jarrett,DL,1,Falcons,18.0,2024,259
Eddie Goldman,DL,1,Falcons,18.0,2024,259
David Onyemata,DL,1,Falcons,18.0,2024,259
Matt Judon,OLB,1,Falcons,18.0,2024,259
Lorenzo Carter,OLB,1,Falcons,18.0,2024,259
Kaden Elliss,LB,1,Falcons,18.0,2024,259
DeAundre Alford,CB,1,Falcons,18.0,2024,259
Mike Hughes,CB,1,Falcons,18.0,2024,259
AJ Terrell,CB,1,Falcons,18.0,2024,259
Justin Simmons,S,1,Falcons,18.0,2024,259
Jessie Bates III,S,1,Falcons,18.0,2024,259
