#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:50,JAX 30,10,5:38,70,Touchdown,0,Jaguars,18.0,2024,262
2,1,6:11,JAX 9,3,1:52,9,Punt,0,Jaguars,18.0,2024,262
3,1,2:17,IND 48,5,3:00,13,Field Goal,0,Jaguars,18.0,2024,262
4,2,9:32,JAX 30,3,1:28,-3,Punt,0,Jaguars,18.0,2024,262
5,2,3:22,JAX 30,9,1:57,61,Field Goal,0,Jaguars,18.0,2024,262
6,2,0:13,JAX 30,1,0:13,-1,End of Half,0,Jaguars,18.0,2024,262
7,3,15:00,JAX 30,6,3:08,17,Punt,0,Jaguars,18.0,2024,262
8,3,9:41,JAX 38,5,1:43,12,Interception,0,Jaguars,18.0,2024,262
9,3,2:42,JAX 41,3,0:22,0,Punt,0,Jaguars,18.0,2024,262
10,4,14:45,JAX 16,14,6:55,84,Touchdown,0,Jaguars,18.0,2024,262
11,4,3:52,JAX 30,7,2:08,35,Field Goal,0,Jaguars,18.0,2024,262
12,4,0:15,JAX 15,1,0:15,-1,End of Half,0,Jaguars,18.0,2024,262
13,5,5:23,JAX 30,4,2:12,8,Downs,0,Jaguars,18.0,2024,262
