Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Dameon Pierce,HOU,19,176,1,5.0,49,2.6,127,6.7,2,9.5,18.0,2024,264
Joe Mixon,HOU,5,23,0,2.0,15,3.0,8,1.6,0,,18.0,2024,264
Davis Mills,HOU,3,11,0,1.0,9,3.0,2,0.7,0,,18.0,2024,264
Dare Ogunbowale,HOU,2,-3,0,0.0,-3,-1.5,0,0.0,0,,18.0,2024,264
Tony Pollard,TEN,22,62,0,3.0,46,2.1,16,0.7,0,,18.0,2024,264
Will Levis,TEN,4,8,0,0.0,7,1.8,1,0.3,0,,18.0,2024,264
Julius Chestnut,TEN,2,11,0,1.0,6,3.0,5,2.5,0,,18.0,2024,264
Calvin Ridley,TEN,2,-3,0,0.0,-6,-3.0,3,1.5,0,,18.0,2024,264
Joshua Kelley,TEN,1,2,0,,2,2.0,0,0.0,0,,18.0,2024,264
Mason Rudolph,TEN,1,5,0,1.0,5,5.0,0,0.0,0,,18.0,2024,264
