Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Patrick Taylor,SFO,17,109,0,8.0,55,3.2,54,3.2,0,,18.0,2024,267
Joshua Dobbs,SFO,8,17,1,1.0,11,1.4,6,0.8,1,8.0,18.0,2024,267
Isaac Guerendo,SFO,2,5,0,,5,2.5,0,0.0,0,,18.0,2024,267
Jacob Cowing,SFO,1,7,0,0.0,5,5.0,2,2.0,0,,18.0,2024,267
Michael Carter,ARI,17,43,1,3.0,34,2.0,9,0.5,0,,18.0,2024,267
Tony Jones,ARI,4,55,1,1.0,9,2.3,46,11.5,0,,18.0,2024,267
Kyler Murray,ARI,3,22,0,2.0,20,6.7,2,0.7,0,,18.0,2024,267
DeeJay Dallas,ARI,1,22,0,1.0,20,20.0,2,2.0,0,,18.0,2024,267
Greg Dortch,ARI,1,7,0,0.0,6,6.0,1,1.0,0,,18.0,2024,267
Clayton Tune,ARI,1,2,0,1.0,2,2.0,0,0.0,0,,18.0,2024,267
