Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Marcus Mariota,WAS,5,56,1,3.0,48,9.6,8,1.6,1,5.0,18.0,2024,263
Brian Robinson Jr.,WAS,5,10,0,,7,1.4,3,0.6,0,,18.0,2024,263
Jayden Daniels,WAS,4,27,0,2.0,21,5.3,6,1.5,0,,18.0,2024,263
Austin Ekeler,WAS,3,12,0,1.0,5,1.7,7,2.3,0,,18.0,2024,263
Dyami Brown,WAS,1,8,0,0.0,7,7.0,1,1.0,0,,18.0,2024,263
Rico Dowdle,DAL,22,72,1,4.0,37,1.7,35,1.6,0,,18.0,2024,263
Trey Lance,DAL,6,26,0,1.0,24,4.0,2,0.3,0,,18.0,2024,263
Deuce Vaughn,DAL,6,37,0,2.0,21,3.5,16,2.7,0,,18.0,2024,263
Hunter Luepke,DAL,3,15,0,2.0,5,1.7,10,3.3,1,3.0,18.0,2024,263
Brandin Cooks,DAL,1,-5,0,0.0,-5,-5.0,0,0.0,0,,18.0,2024,263
KaVontae Turpin,DAL,1,5,0,0.0,1,1.0,4,4.0,0,,18.0,2024,263
