#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:08,CAR 30,8,4:05,53,Field Goal,0,Panthers,18.0,2024,259
2,1,1:03,CAR 42,11,5:16,58,Touchdown,0,Panthers,18.0,2024,259
3,2,5:27,CAR 25,5,2:39,75,Touchdown,0,Panthers,18.0,2024,259
4,2,1:34,CAR 30,3,0:54,6,Punt,0,Panthers,18.0,2024,259
5,2,0:03,CAR 30,1,0:03,-1,End of Half,0,Panthers,18.0,2024,259
6,3,15:00,CAR 30,3,1:32,5,Punt,0,Panthers,18.0,2024,259
7,3,12:04,ATL 21,4,1:21,21,Touchdown,0,Panthers,18.0,2024,259
8,3,6:13,CAR 42,9,5:11,58,Touchdown,0,Panthers,18.0,2024,259
9,4,9:50,CAR 30,9,5:49,70,Touchdown,0,Panthers,18.0,2024,259
10,4,0:46,CAR 30,3,0:29,0,Punt,0,Panthers,18.0,2024,259
11,5,10:00,CAR 30,10,6:46,70,Touchdown,0,Panthers,18.0,2024,259
