Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Sam Howell,WAS,0,0,0,0,0,10.0,2023,148
Brian Robinson Jr.,WAS,6,6,119,1,51,10.0,2023,148
Antonio Gibson,WAS,6,5,42,1,19,10.0,2023,148
Dyami Brown,WAS,2,2,41,1,35,10.0,2023,148
Logan Thomas,WAS,5,5,40,0,17,10.0,2023,148
Terry McLaurin,WAS,8,4,33,0,13,10.0,2023,148
John Bates,WAS,3,3,21,0,12,10.0,2023,148
Byron Pringle,WAS,2,1,7,0,7,10.0,2023,148
Curtis Samuel,WAS,6,2,6,0,6,10.0,2023,148
Alex Armah,WAS,1,1,3,0,3,10.0,2023,148
Jamison Crowder,WAS,1,0,0,0,0,10.0,2023,148
Jahan Dotson,WAS,2,0,0,0,0,10.0,2023,148
Geno Smith,SEA,0,0,0,0,0,10.0,2023,148
Kenneth Walker III,SEA,2,1,64,1,64,10.0,2023,148
Zach Charbonnet,SEA,5,4,18,0,6,10.0,2023,148
D.K. Metcalf,SEA,12,7,98,0,27,10.0,2023,148
Tyler Lockett,SEA,10,8,92,1,20,10.0,2023,148
Jaxon Smith-Njigba,SEA,5,4,53,0,20,10.0,2023,148
Will Dissly,SEA,2,2,22,0,16,10.0,2023,148
Jake Bobo,SEA,2,2,13,0,11,10.0,2023,148
Noah Fant,SEA,3,2,6,0,8,10.0,2023,148
Colby Parkinson,SEA,1,1,3,0,3,10.0,2023,148
